"yearID","countyid","sourceTypeID","pop"
"2049","49011","51","57"
"2050","49011","51","59"
"2051","49011","51","60"
"2052","49011","51","61"
"2053","49011","51","62"
"2054","49011","51","63"
"2055","49011","51","64"
"2056","49011","51","65"
"2057","49011","51","67"
"2058","49011","51","68"
"2059","49011","51","69"
"2060","49011","51","70"
"2014","49011","52","5307"
"2015","49011","52","5920"
"2016","49011","52","6452"
"2017","49011","52","7154"
"2018","49011","52","8205"
"2019","49011","52","8547"
"2020","49011","52","8542"
"2021","49011","52","9187"
"2022","49011","52","9440"
"2023","49011","52","9615"
"2024","49011","52","9794"
"2025","49011","52","9975"
"2026","49011","52","10160"
"2027","49011","52","10349"
"2028","49011","52","10541"
"2029","49011","52","10737"
"2030","49011","52","10936"
"2031","49011","52","11139"
"2032","49011","52","11345"
"2033","49011","52","11556"
"2034","49011","52","11770"
"2035","49011","52","11989"
"2036","49011","52","12211"
"2037","49011","52","12438"
"2038","49011","52","12668"
"2039","49011","52","12904"
"2040","49011","52","13143"
"2041","49011","52","13387"
"2042","49011","52","13635"
"2043","49011","52","13888"
"2044","49011","52","14146"
"2045","49011","52","14408"
"2046","49011","52","14676"
"2047","49011","52","14948"
"2048","49011","52","15225"
"2049","49011","52","15508"
"2050","49011","52","15796"
"2051","49011","52","16089"
"2052","49011","52","16387"
"2053","49011","52","16691"
"2054","49011","52","17001"
"2055","49011","52","17317"
"2056","49011","52","17638"
"2057","49011","52","17965"
"2058","49011","52","18298"
"2059","49011","52","18638"
"2060","49011","52","18984"
"2014","49011","53","220"
"2015","49011","53","340"
"2016","49011","53","481"
"2017","49011","53","609"
"2018","49011","53","798"
"2019","49011","53","1263"
"2020","49011","53","1371"
"2021","49011","53","1607"
"2022","49011","53","1549"
"2023","49011","53","1578"
"2024","49011","53","1607"
"2025","49011","53","1637"
"2026","49011","53","1667"
"2027","49011","53","1698"
"2028","49011","53","1730"
"2029","49011","53","1762"
"2030","49011","53","1794"
"2031","49011","53","1828"
"2032","49011","53","1862"
"2033","49011","53","1896"
"2034","49011","53","1931"
"2035","49011","53","1967"
"2036","49011","53","2004"
"2037","49011","53","2041"
"2038","49011","53","2079"
"2039","49011","53","2117"
"2040","49011","53","2157"
"2041","49011","53","2197"
"2042","49011","53","2237"
"2043","49011","53","2279"
"2044","49011","53","2321"
"2045","49011","53","2364"
"2046","49011","53","2408"
"2047","49011","53","2453"
"2048","49011","53","2498"
"2049","49011","53","2545"
"2050","49011","53","2592"
"2051","49011","53","2640"
"2052","49011","53","2689"
"2053","49011","53","2739"
"2054","49011","53","2790"
"2055","49011","53","2841"
"2056","49011","53","2894"
"2057","49011","53","2948"
"2058","49011","53","3003"
"2059","49011","53","3058"
"2060","49011","53","3115"
"2014","49011","54","903"
"2015","49011","54","940"
"2016","49011","54","993"
"2017","49011","54","1071"
"2018","49011","54","1202"
"2019","49011","54","1414"
"2020","49011","54","1495"
"2021","49011","54","1535"
"2022","49011","54","1405"
"2023","49011","54","1431"
"2024","49011","54","1458"
"2025","49011","54","1485"
"2026","49011","54","1512"
"2027","49011","54","1540"
"2028","49011","54","1569"
"2029","49011","54","1598"
"2030","49011","54","1628"
"2031","49011","54","1658"
"2032","49011","54","1689"
"2033","49011","54","1720"
"2034","49011","54","1752"
"2035","49011","54","1784"
"2036","49011","54","1817"
"2037","49011","54","1851"
"2038","49011","54","1886"
"2039","49011","54","1920"
"2040","49011","54","1956"
"2041","49011","54","1992"
"2042","49011","54","2029"
"2043","49011","54","2067"
"2044","49011","54","2105"
"2045","49011","54","2144"
"2046","49011","54","2184"
"2047","49011","54","2225"
"2048","49011","54","2266"
"2049","49011","54","2308"
"2050","49011","54","2351"
"2051","49011","54","2395"
"2052","49011","54","2439"
"2053","49011","54","2484"
"2054","49011","54","2530"
"2055","49011","54","2577"
"2056","49011","54","2625"
"2057","49011","54","2674"
"2058","49011","54","2723"
"2059","49011","54","2774"
"2060","49011","54","2825"
"2014","49011","61","689"
"2015","49011","61","725"
"2016","49011","61","761"
"2017","49011","61","801"
"2018","49011","61","813"
"2019","49011","61","866"
"2020","49011","61","912"
"2021","49011","61","943"
"2022","49011","61","943"
"2023","49011","61","947"
"2024","49011","61","952"
"2025","49011","61","956"
"2026","49011","61","960"
"2027","49011","61","965"
"2028","49011","61","969"
"2029","49011","61","974"
"2030","49011","61","978"
"2031","49011","61","983"
"2032","49011","61","987"
"2033","49011","61","992"
"2034","49011","61","996"
"2035","49011","61","1001"
"2036","49011","61","1005"
"2037","49011","61","1010"
"2038","49011","61","1015"
"2039","49011","61","1019"
"2040","49011","61","1024"
"2041","49011","61","1029"
"2042","49011","61","1033"
"2043","49011","61","1038"
"2044","49011","61","1043"
"2045","49011","61","1048"
"2046","49011","61","1052"
"2047","49011","61","1057"
"2048","49011","61","1062"
"2049","49011","61","1067"
"2050","49011","61","1072"
"2051","49011","61","1077"
"2052","49011","61","1082"
"2053","49011","61","1087"
"2054","49011","61","1091"
"2055","49011","61","1096"
"2056","49011","61","1102"
"2057","49011","61","1107"
"2058","49011","61","1112"
"2059","49011","61","1117"
"2060","49011","61","1122"
"2014","49011","62","429"
"2015","49011","62","451"
"2016","49011","62","475"
"2017","49011","62","503"
"2018","49011","62","508"
"2019","49011","62","531"
"2020","49011","62","558"
"2021","49011","62","586"
"2022","49011","62","580"
"2023","49011","62","583"
"2024","49011","62","585"
"2025","49011","62","588"
"2026","49011","62","591"
"2027","49011","62","593"
"2028","49011","62","596"
"2029","49011","62","599"
"2030","49011","62","602"
"2031","49011","62","604"
"2032","49011","62","607"
"2033","49011","62","610"
"2034","49011","62","613"
"2035","49011","62","616"
"2036","49011","62","618"
"2037","49011","62","621"
"2038","49011","62","624"
"2039","49011","62","627"
"2040","49011","62","630"
"2041","49011","62","633"
"2042","49011","62","636"
"2043","49011","62","638"
"2044","49011","62","641"
"2045","49011","62","644"
"2046","49011","62","647"
"2047","49011","62","650"
"2048","49011","62","653"
"2049","49011","62","656"
"2050","49011","62","659"
"2051","49011","62","662"
"2052","49011","62","665"
"2053","49011","62","668"
"2054","49011","62","671"
"2055","49011","62","674"
"2056","49011","62","677"
"2057","49011","62","681"
"2058","49011","62","684"
"2059","49011","62","687"
"2060","49011","62","690"
"2014","49013","11","624"
"2015","49013","11","526"
"2016","49013","11","505"
"2017","49013","11","526"
"2018","49013","11","592"
"2019","49013","11","564"
"2020","49013","11","549"
"2021","49013","11","608"
"2022","49013","11","708"
"2023","49013","11","711.417"
"2024","49013","11","714.849"
"2025","49013","11","718.299"
"2026","49013","11","721.765"
"2027","49013","11","725.248"
"2028","49013","11","728.748"
"2029","49013","11","732.264"
"2030","49013","11","735.798"
"2031","49013","11","739.349"
"2032","49013","11","742.917"
"2033","49013","11","746.501"
"2034","49013","11","750.104"
"2035","49013","11","753.723"
"2036","49013","11","757.361"
"2037","49013","11","761.015"
"2038","49013","11","764.688"
"2039","49013","11","768.378"
"2040","49013","11","772.086"
"2041","49013","11","775.811"
"2042","49013","11","779.555"
"2043","49013","11","783.317"
"2044","49013","11","787.097"
"2045","49013","11","790.895"
"2046","49013","11","794.711"
"2047","49013","11","798.546"
"2048","49013","11","802.4"
"2049","49013","11","806.272"
"2050","49013","11","810.162"
"2051","49013","11","814.072"
"2052","49013","11","818"
"2053","49013","11","821.948"
"2054","49013","11","825.914"
"2055","49013","11","829.899"
"2056","49013","11","833.904"
"2057","49013","11","837.928"
"2058","49013","11","841.972"
"2059","49013","11","846.035"
"2060","49013","11","850.117"
"2014","49013","21","7504"
"2015","49013","21","6654"
"2016","49013","21","6035"
"2017","49013","21","5609"
"2018","49013","21","5542"
"2019","49013","21","4271"
"2020","49013","21","4105"
"2021","49013","21","4071"
"2022","49013","21","4050"
"2023","49013","21","4006.18"
"2024","49013","21","3962.84"
"2025","49013","21","3919.96"
"2026","49013","21","3877.55"
"2027","49013","21","3835.59"
"2028","49013","21","3794.1"
"2029","49013","21","3753.04"
"2030","49013","21","3712.44"
"2031","49013","21","3672.27"
"2032","49013","21","3632.54"
"2033","49013","21","3593.24"
"2034","49013","21","3554.36"
"2035","49013","21","3515.9"
"2036","49013","21","3477.86"
"2037","49013","21","3440.23"
"2038","49013","21","3403.01"
"2039","49013","21","3366.19"
"2040","49013","21","3329.77"
"2041","49013","21","3293.75"
"2042","49013","21","3258.11"
"2043","49013","21","3222.86"
"2044","49013","21","3187.99"
"2045","49013","21","3153.5"
"2046","49013","21","3119.38"
"2047","49013","21","3085.63"
"2048","49013","21","3052.24"
"2049","49013","21","3019.22"
"2050","49013","21","2986.55"
"2051","49013","21","2954.24"
"2052","49013","21","2922.27"
"2053","49013","21","2890.66"
"2054","49013","21","2859.38"
"2055","49013","21","2828.44"
"2056","49013","21","2797.84"
"2057","49013","21","2767.57"
"2058","49013","21","2737.63"
"2059","49013","21","2708.01"
"2060","49013","21","2678.71"
"2014","49013","31","11949"
"2015","49013","31","12011"
"2016","49013","31","12001"
"2017","49013","31","12726"
"2018","49013","31","13894"
"2019","49013","31","15385"
"2020","49013","31","15526"
"2021","49013","31","16270"
"2022","49013","31","17224"
"2023","49013","31","17448.5"
"2024","49013","31","17675.9"
"2025","49013","31","17906.3"
"2026","49013","31","18139.7"
"2027","49013","31","18376.2"
"2028","49013","31","18615.7"
"2029","49013","31","18858.3"
"2030","49013","31","19104.1"
"2031","49013","31","19353.1"
"2032","49013","31","19605.4"
"2033","49013","31","19860.9"
"2034","49013","31","20119.8"
"2035","49013","31","20382.1"
"2036","49013","31","20647.7"
"2037","49013","31","20916.9"
"2038","49013","31","21189.5"
"2039","49013","31","21465.7"
"2040","49013","31","21745.5"
"2041","49013","31","22028.9"
"2042","49013","31","22316.1"
"2043","49013","31","22606.9"
"2044","49013","31","22901.6"
"2045","49013","31","23200.1"
"2046","49013","31","23502.5"
"2047","49013","31","23808.8"
"2048","49013","31","24119.2"
"2049","49013","31","24433.6"
"2050","49013","31","24752"
"2051","49013","31","25074.7"
"2052","49013","31","25401.5"
"2053","49013","31","25732.6"
"2054","49013","31","26068"
"2055","49013","31","26407.8"
"2056","49013","31","26752"
"2057","49013","31","27100.7"
"2058","49013","31","27453.9"
"2059","49013","31","27811.8"
"2060","49013","31","28174.3"
"2014","49013","32","1095"
"2015","49013","32","1097"
"2016","49013","32","1088"
"2017","49013","32","1139"
"2018","49013","32","1233"
"2019","49013","32","1256"
"2020","49013","32","1282"
"2021","49013","32","1353"
"2022","49013","32","1440"
"2023","49013","32","1458.77"
"2024","49013","32","1477.78"
"2025","49013","32","1497.05"
"2026","49013","32","1516.56"
"2027","49013","32","1536.33"
"2028","49013","32","1556.35"
"2029","49013","32","1576.64"
"2030","49013","32","1597.19"
"2031","49013","32","1618.01"
"2032","49013","32","1639.1"
"2033","49013","32","1660.46"
"2034","49013","32","1682.1"
"2035","49013","32","1704.03"
"2036","49013","32","1726.24"
"2037","49013","32","1748.74"
"2038","49013","32","1771.53"
"2039","49013","32","1794.63"
"2040","49013","32","1818.02"
"2041","49013","32","1841.71"
"2042","49013","32","1865.72"
"2043","49013","32","1890.04"
"2044","49013","32","1914.67"
"2045","49013","32","1939.63"
"2046","49013","32","1964.91"
"2047","49013","32","1990.52"
"2048","49013","32","2016.47"
"2049","49013","32","2042.75"
"2050","49013","32","2069.38"
"2051","49013","32","2096.35"
"2052","49013","32","2123.68"
"2053","49013","32","2151.36"
"2054","49013","32","2179.4"
"2055","49013","32","2207.81"
"2056","49013","32","2236.58"
"2057","49013","32","2265.74"
"2058","49013","32","2295.27"
"2059","49013","32","2325.19"
"2060","49013","32","2355.49"
"2014","49013","41","93"
"2015","49013","41","83"
"2016","49013","41","81"
"2017","49013","41","80"
"2018","49013","41","88"
"2019","49013","41","95"
"2020","49013","41","95"
"2021","49013","41","91"
"2022","49013","41","98"
"2023","49013","41","99.3593"
"2024","49013","41","100.737"
"2025","49013","41","102.135"
"2026","49013","41","103.551"
"2027","49013","41","104.987"
"2028","49013","41","106.444"
"2029","49013","41","107.92"
"2030","49013","41","109.417"
"2031","49013","41","110.935"
"2032","49013","41","112.473"
"2033","49013","41","114.033"
"2034","49013","41","115.615"
"2035","49013","41","117.218"
"2036","49013","41","118.844"
"2037","49013","41","120.493"
"2038","49013","41","122.164"
"2039","49013","41","123.858"
"2040","49013","41","125.576"
"2041","49013","41","127.318"
"2042","49013","41","129.084"
"2043","49013","41","130.874"
"2044","49013","41","132.689"
"2045","49013","41","134.53"
"2046","49013","41","136.396"
"2047","49013","41","138.288"
"2048","49013","41","140.206"
"2049","49013","41","142.15"
"2050","49013","41","144.122"
"2051","49013","41","146.121"
"2052","49013","41","148.148"
"2053","49013","41","150.202"
"2054","49013","41","152.286"
"2055","49013","41","154.398"
"2056","49013","41","156.539"
"2057","49013","41","158.711"
"2058","49013","41","160.912"
"2059","49013","41","163.144"
"2060","49013","41","165.407"
"2014","49013","42","8"
"2015","49013","42","7"
"2016","49013","42","6"
"2017","49013","42","6"
"2018","49013","42","6"
"2019","49013","42","7"
"2020","49013","42","7"
"2021","49013","42","7"
"2022","49013","42","7"
"2023","49013","42","7.09709"
"2024","49013","42","7.19553"
"2025","49013","42","7.29533"
"2026","49013","42","7.39652"
"2027","49013","42","7.49911"
"2028","49013","42","7.60312"
"2029","49013","42","7.70858"
"2030","49013","42","7.81549"
"2031","49013","42","7.92389"
"2032","49013","42","8.0338"
"2033","49013","42","8.14523"
"2034","49013","42","8.2582"
"2035","49013","42","8.37275"
"2036","49013","42","8.48888"
"2037","49013","42","8.60662"
"2038","49013","42","8.72599"
"2039","49013","42","8.84702"
"2040","49013","42","8.96973"
"2041","49013","42","9.09414"
"2042","49013","42","9.22028"
"2043","49013","42","9.34816"
"2044","49013","42","9.47782"
"2045","49013","42","9.60928"
"2046","49013","42","9.74256"
"2047","49013","42","9.87769"
"2048","49013","42","10.0147"
"2049","49013","42","10.1536"
"2050","49013","42","10.2944"
"2051","49013","42","10.4372"
"2052","49013","42","10.582"
"2053","49013","42","10.7288"
"2054","49013","42","10.8776"
"2055","49013","42","11.0284"
"2056","49013","42","11.1814"
"2057","49013","42","11.3365"
"2058","49013","42","11.4937"
"2059","49013","42","11.6531"
"2060","49013","42","11.8148"
"2014","49013","43","120"
"2015","49013","43","104"
"2016","49013","43","86"
"2017","49013","43","80"
"2018","49013","43","79"
"2019","49013","43","87"
"2020","49013","43","84"
"2021","49013","43","79"
"2022","49013","43","84"
"2023","49013","43","85.1651"
"2024","49013","43","86.3463"
"2025","49013","43","87.544"
"2026","49013","43","88.7582"
"2027","49013","43","89.9893"
"2028","49013","43","91.2375"
"2029","49013","43","92.5029"
"2030","49013","43","93.786"
"2031","49013","43","95.0868"
"2032","49013","43","96.4057"
"2033","49013","43","97.7428"
"2034","49013","43","99.0985"
"2035","49013","43","100.473"
"2036","49013","43","101.867"
"2037","49013","43","103.279"
"2038","49013","43","104.712"
"2039","49013","43","106.164"
"2040","49013","43","107.637"
"2041","49013","43","109.13"
"2042","49013","43","110.643"
"2043","49013","43","112.178"
"2044","49013","43","113.734"
"2045","49013","43","115.312"
"2046","49013","43","116.911"
"2047","49013","43","118.532"
"2048","49013","43","120.177"
"2049","49013","43","121.843"
"2050","49013","43","123.533"
"2051","49013","43","125.247"
"2052","49013","43","126.984"
"2053","49013","43","128.745"
"2054","49013","43","130.531"
"2055","49013","43","132.341"
"2056","49013","43","134.177"
"2057","49013","43","136.038"
"2058","49013","43","137.925"
"2059","49013","43","139.838"
"2060","49013","43","141.778"
"2014","49013","51","27"
"2015","49013","51","23"
"2016","49013","51","21"
"2017","49013","51","20"
"2018","49013","51","22"
"2019","49013","51","22"
"2020","49013","51","19"
"2021","49013","51","20"
"2022","49013","51","22"
"2023","49013","51","22.4082"
"2024","49013","51","22.824"
"2025","49013","51","23.2475"
"2026","49013","51","23.6789"
"2027","49013","51","24.1182"
"2028","49013","51","24.5657"
"2029","49013","51","25.0216"
"2030","49013","51","25.4858"
"2031","49013","51","25.9587"
"2032","49013","51","26.4404"
"2033","49013","51","26.931"
"2034","49013","51","27.4307"
"2035","49013","51","27.9397"
"2036","49013","51","28.4581"
"2037","49013","51","28.9861"
"2038","49013","51","29.524"
"2039","49013","51","30.0718"
"2040","49013","51","30.6298"
"2041","49013","51","31.1981"
"2042","49013","51","31.777"
"2043","49013","51","32.3666"
"2044","49013","51","32.9672"
"2045","49013","51","33.5789"
"2046","49013","51","34.202"
"2047","49013","51","34.8366"
"2048","49013","51","35.483"
"2049","49013","51","36.1414"
"2050","49013","51","36.812"
"2051","49013","51","37.495"
"2052","49013","51","38.1907"
"2053","49013","51","38.8994"
"2054","49013","51","39.6211"
"2055","49013","51","40.3563"
"2056","49013","51","41.1051"
"2057","49013","51","41.8678"
"2058","49013","51","42.6447"
"2059","49013","51","43.436"
"2060","49013","51","44.2419"
"2014","49013","52","1319"
"2015","49013","52","1236"
"2016","49013","52","1182"
"2017","49013","52","1254"
"2018","49013","52","1461"
"2019","49013","52","1547"
"2020","49013","52","1495"
"2021","49013","52","1605"
"2022","49013","52","1695"
"2023","49013","52","1726.45"
"2024","49013","52","1758.49"
"2025","49013","52","1791.11"
"2026","49013","52","1824.35"
"2027","49013","52","1858.2"
"2028","49013","52","1892.68"
"2029","49013","52","1927.8"
"2030","49013","52","1963.57"
"2031","49013","52","2000"
"2032","49013","52","2037.11"
"2033","49013","52","2074.91"
"2034","49013","52","2113.41"
"2035","49013","52","2152.63"
"2036","49013","52","2192.57"
"2037","49013","52","2233.25"
"2038","49013","52","2274.69"
"2039","49013","52","2316.9"
"2040","49013","52","2359.89"
"2041","49013","52","2403.67"
"2042","49013","52","2448.27"
"2043","49013","52","2493.7"
"2044","49013","52","2539.97"
"2045","49013","52","2587.1"
"2046","49013","52","2635.11"
"2047","49013","52","2684"
"2048","49013","52","2733.8"
"2049","49013","52","2784.53"
"2050","49013","52","2836.2"
"2051","49013","52","2888.82"
"2052","49013","52","2942.42"
"2053","49013","52","2997.02"
"2054","49013","52","3052.63"
"2055","49013","52","3109.27"
"2056","49013","52","3166.97"
"2057","49013","52","3225.73"
"2058","49013","52","3285.58"
"2059","49013","52","3346.55"
"2060","49013","52","3408.64"
"2014","49013","53","105"
"2015","49013","53","118"
"2016","49013","53","131"
"2017","49013","53","157"
"2018","49013","53","198"
"2019","49013","53","303"
"2020","49013","53","306"
"2021","49013","53","353"
"2022","49013","53","360"
"2023","49013","53","366.68"
"2024","49013","53","373.484"
"2025","49013","53","380.414"
"2026","49013","53","387.472"
"2027","49013","53","394.662"
"2028","49013","53","401.985"
"2029","49013","53","409.444"
"2030","49013","53","417.041"
"2031","49013","53","424.779"
"2032","49013","53","432.661"
"2033","49013","53","440.689"
"2034","49013","53","448.866"
"2035","49013","53","457.195"
"2036","49013","53","465.678"
"2037","49013","53","474.319"
"2038","49013","53","483.12"
"2039","49013","53","492.084"
"2040","49013","53","501.215"
"2041","49013","53","510.515"
"2042","49013","53","519.987"
"2043","49013","53","529.636"
"2044","49013","53","539.463"
"2045","49013","53","549.473"
"2046","49013","53","559.668"
"2047","49013","53","570.053"
"2048","49013","53","580.63"
"2049","49013","53","591.404"
"2050","49013","53","602.378"
"2051","49013","53","613.555"
"2052","49013","53","624.939"
"2053","49013","53","636.535"
"2054","49013","53","648.346"
"2055","49013","53","660.376"
"2056","49013","53","672.63"
"2057","49013","53","685.11"
"2058","49013","53","697.823"
"2059","49013","53","710.771"
"2060","49013","53","723.959"
"2014","49013","54","81"
"2015","49013","54","90"
"2016","49013","54","85"
"2017","49013","54","82"
"2018","49013","54","119"
"2019","49013","54","137"
"2020","49013","54","152"
"2021","49013","54","163"
"2022","49013","54","158"
"2023","49013","54","160.932"
"2024","49013","54","163.918"
"2025","49013","54","166.959"
"2026","49013","54","170.057"
"2027","49013","54","173.213"
"2028","49013","54","176.427"
"2029","49013","54","179.7"
"2030","49013","54","183.035"
"2031","49013","54","186.431"
"2032","49013","54","189.89"
"2033","49013","54","193.414"
"2034","49013","54","197.002"
"2035","49013","54","200.658"
"2036","49013","54","204.381"
"2037","49013","54","208.173"
"2038","49013","54","212.036"
"2039","49013","54","215.971"
"2040","49013","54","219.978"
"2041","49013","54","224.06"
"2042","49013","54","228.217"
"2043","49013","54","232.452"
"2044","49013","54","236.765"
"2045","49013","54","241.158"
"2046","49013","54","245.633"
"2047","49013","54","250.191"
"2048","49013","54","254.833"
"2049","49013","54","259.561"
"2050","49013","54","264.378"
"2051","49013","54","269.283"
"2052","49013","54","274.28"
"2053","49013","54","279.369"
"2054","49013","54","284.553"
"2055","49013","54","289.833"
"2056","49013","54","295.211"
"2057","49013","54","300.688"
"2058","49013","54","306.268"
"2059","49013","54","311.95"
"2060","49013","54","317.739"
"2014","49013","61","698"
"2015","49013","61","645"
"2016","49013","61","599"
"2017","49013","61","600"
"2018","49013","61","656"
"2019","49013","61","701"
"2020","49013","61","703"
"2021","49013","61","693"
"2022","49013","61","740"
"2023","49013","61","743.389"
"2024","49013","61","746.794"
"2025","49013","61","750.215"
"2026","49013","61","753.651"
"2027","49013","61","757.103"
"2028","49013","61","760.571"
"2029","49013","61","764.055"
"2030","49013","61","767.555"
"2031","49013","61","771.07"
"2032","49013","61","774.602"
"2033","49013","61","778.15"
"2034","49013","61","781.714"
"2035","49013","61","785.295"
"2036","49013","61","788.892"
"2037","49013","61","792.505"
"2038","49013","61","796.135"
"2039","49013","61","799.782"
"2040","49013","61","803.445"
"2041","49013","61","807.125"
"2042","49013","61","810.822"
"2043","49013","61","814.536"
"2044","49013","61","818.267"
"2045","49013","61","822.015"
"2046","49013","61","825.78"
"2047","49013","61","829.563"
"2048","49013","61","833.362"
"2049","49013","61","837.18"
"2050","49013","61","841.014"
"2051","49013","61","844.866"
"2052","49013","61","848.736"
"2053","49013","61","852.624"
"2054","49013","61","856.529"
"2055","49013","61","860.452"
"2056","49013","61","864.394"
"2057","49013","61","868.353"
"2058","49013","61","872.33"
"2059","49013","61","876.326"
"2060","49013","61","880.34"
"2014","49013","62","381"
"2015","49013","62","351"
"2016","49013","62","330"
"2017","49013","62","331"
"2018","49013","62","365"
"2019","49013","62","388"
"2020","49013","62","390"
"2021","49013","62","384"
"2022","49013","62","414"
"2023","49013","62","415.896"
"2024","49013","62","417.801"
"2025","49013","62","419.715"
"2026","49013","62","421.637"
"2027","49013","62","423.569"
"2028","49013","62","425.509"
"2029","49013","62","427.458"
"2030","49013","62","429.416"
"2031","49013","62","431.383"
"2032","49013","62","433.359"
"2033","49013","62","435.344"
"2034","49013","62","437.338"
"2035","49013","62","439.341"
"2036","49013","62","441.353"
"2037","49013","62","443.375"
"2038","49013","62","445.406"
"2039","49013","62","447.446"
"2040","49013","62","449.495"
"2041","49013","62","451.554"
"2042","49013","62","453.622"
"2043","49013","62","455.7"
"2044","49013","62","457.787"
"2045","49013","62","459.884"
"2046","49013","62","461.991"
"2047","49013","62","464.107"
"2048","49013","62","466.233"
"2049","49013","62","468.368"
"2050","49013","62","470.514"
"2051","49013","62","472.669"
"2052","49013","62","474.834"
"2053","49013","62","477.009"
"2054","49013","62","479.194"
"2055","49013","62","481.388"
"2056","49013","62","483.593"
"2057","49013","62","485.808"
"2058","49013","62","488.034"
"2059","49013","62","490.269"
"2060","49013","62","492.515"
"2014","49015","11","228"
"2015","49015","11","187"
"2016","49015","11","169"
"2017","49015","11","180"
"2018","49015","11","207"
"2019","49015","11","217"
"2020","49015","11","214"
"2021","49015","11","226"
"2022","49015","11","254"
"2023","49015","11","255"
"2024","49015","11","256"
"2025","49015","11","258"
"2026","49015","11","259"
"2027","49015","11","260"
"2028","49015","11","261"
"2029","49015","11","263"
"2030","49015","11","264"
"2031","49015","11","265"
"2032","49015","11","267"
"2033","49015","11","268"
"2034","49015","11","269"
"2035","49015","11","270"
"2036","49015","11","272"
"2037","49015","11","273"
"2038","49015","11","274"
"2039","49015","11","276"
"2040","49015","11","277"
"2041","49015","11","278"
"2042","49015","11","280"
"2043","49015","11","281"
"2044","49015","11","282"
"2045","49015","11","284"
"2046","49015","11","285"
"2047","49015","11","286"
"2048","49015","11","288"
"2049","49015","11","289"
"2050","49015","11","291"
"2051","49015","11","292"
"2052","49015","11","293"
"2053","49015","11","295"
"2054","49015","11","296"
"2055","49015","11","298"
"2056","49015","11","299"
"2057","49015","11","301"
"2058","49015","11","302"
"2059","49015","11","304"
"2060","49015","11","305"
"2014","49015","21","3911"
"2015","49015","21","3581"
"2016","49015","21","3335"
"2017","49015","21","3123"
"2018","49015","21","3156"
"2019","49015","21","2490"
"2020","49015","21","2420"
"2021","49015","21","2339"
"2022","49015","21","2309"
"2023","49015","21","2284"
"2024","49015","21","2259"
"2025","49015","21","2235"
"2026","49015","21","2211"
"2027","49015","21","2187"
"2028","49015","21","2163"
"2029","49015","21","2140"
"2030","49015","21","2117"
"2031","49015","21","2094"
"2032","49015","21","2071"
"2033","49015","21","2049"
"2034","49015","21","2026"
"2035","49015","21","2005"
"2036","49015","21","1983"
"2037","49015","21","1961"
"2038","49015","21","1940"
"2039","49015","21","1919"
"2040","49015","21","1898"
"2041","49015","21","1878"
"2042","49015","21","1858"
"2043","49015","21","1837"
"2044","49015","21","1818"
"2045","49015","21","1798"
"2046","49015","21","1778"
"2047","49015","21","1759"
"2048","49015","21","1740"
"2049","49015","21","1721"
"2050","49015","21","1703"
"2051","49015","21","1684"
"2052","49015","21","1666"
"2053","49015","21","1648"
"2054","49015","21","1630"
"2055","49015","21","1613"
"2056","49015","21","1595"
"2057","49015","21","1578"
"2058","49015","21","1561"
"2059","49015","21","1544"
"2060","49015","21","1527"
"2014","49015","31","5553"
"2015","49015","31","5644"
"2016","49015","31","5786"
"2017","49015","31","6004"
"2018","49015","31","6620"
"2019","49015","31","7409"
"2020","49015","31","7675"
"2021","49015","31","7924"
"2022","49015","31","8188"
"2023","49015","31","8295"
"2024","49015","31","8403"
"2025","49015","31","8512"
"2026","49015","31","8623"
"2027","49015","31","8736"
"2028","49015","31","8850"
"2029","49015","31","8965"
"2030","49015","31","9082"
"2031","49015","31","9200"
"2032","49015","31","9320"
"2033","49015","31","9442"
"2034","49015","31","9565"
"2035","49015","31","9689"
"2036","49015","31","9816"
"2037","49015","31","9944"
"2038","49015","31","10073"
"2039","49015","31","10204"
"2040","49015","31","10337"
"2041","49015","31","10472"
"2042","49015","31","10609"
"2043","49015","31","10747"
"2044","49015","31","10887"
"2045","49015","31","11029"
"2046","49015","31","11173"
"2047","49015","31","11318"
"2048","49015","31","11466"
"2049","49015","31","11615"
"2050","49015","31","11767"
"2051","49015","31","11920"
"2052","49015","31","12075"
"2053","49015","31","12233"
"2054","49015","31","12392"
"2055","49015","31","12554"
"2056","49015","31","12717"
"2057","49015","31","12883"
"2058","49015","31","13051"
"2059","49015","31","13221"
"2060","49015","31","13394"
"2014","49015","32","480"
"2015","49015","32","496"
"2016","49015","32","510"
"2017","49015","32","529"
"2018","49015","32","582"
"2019","49015","32","611"
"2020","49015","32","638"
"2021","49015","32","661"
"2022","49015","32","688"
"2023","49015","32","697"
"2024","49015","32","706"
"2025","49015","32","715"
"2026","49015","32","725"
"2027","49015","32","734"
"2028","49015","32","744"
"2029","49015","32","753"
"2030","49015","32","763"
"2031","49015","32","773"
"2032","49015","32","783"
"2033","49015","32","793"
"2034","49015","32","804"
"2035","49015","32","814"
"2036","49015","32","825"
"2037","49015","32","836"
"2038","49015","32","846"
"2039","49015","32","857"
"2040","49015","32","869"
"2041","49015","32","880"
"2042","49015","32","891"
"2043","49015","32","903"
"2044","49015","32","915"
"2045","49015","32","927"
"2046","49015","32","939"
"2047","49015","32","951"
"2048","49015","32","963"
"2049","49015","32","976"
"2050","49015","32","989"
"2051","49015","32","1002"
"2052","49015","32","1015"
"2053","49015","32","1028"
"2054","49015","32","1041"
