"yearid","countyid","sourcetypeid","County_FIPS","M4_Veh","M4_VMT","M4_VMT_Total","M4_Pop_Factor","M4_pop_factor_grow","DMV_veh_22","HPMS_VMT_s_22","Adj_pop_factor"
"2022","49001","11",\N,"969","1713","862718","1123.19","-0.034033","175","1042740","167.827"
"2022","49001","21",\N,"9001","227245","862718","10433.3","-0.060427","2770","1042740","2656.22"
"2022","49001","31",\N,"15658","426691","862718","18149.6","-0.01231","5015","1042740","4809.87"
"2022","49001","32",\N,"1273","36434","862718","1475.57","-0.012303","408","1042740","391.099"
"2022","49001","41",\N,"48","3022","862718","55.6381","0.000684","48","1042740","46.0326"
"2022","49001","42",\N,"14","945","862718","16.2278","0.032757","14","1042740","13.4262"
"2022","49001","43",\N,"70","1524","862718","81.1389","-0.012806","70","1042740","67.1309"
"2022","49001","51",\N,"9","414","862718","10.4321","-0.041011","9","1042740","8.6311"
"2022","49001","52",\N,"1312","40045","862718","1520.78","-0.010854","1312","1042740","1258.22"
"2022","49001","53",\N,"55","2538","862718","63.752","-0.004823","55","1042740","52.7457"
"2022","49001","54",\N,"191","2401","862718","221.393","-0.009909","191","1042740","183.171"
"2022","49001","61",\N,"337","31838","862718","390.626","-0.026568","337","1042740","323.187"
"2022","49001","62",\N,"379","87908","862718","439.309","-0.025585","379","1042740","363.466"
"2022","49003","11",\N,"3352","6092","2888160","1160.6","-0.034362","1966","3793540","518.25"
"2022","49003","21",\N,"34634","902693","2888160","11991.7","-0.060492","21791","3793540","5744.35"
"2022","49003","31",\N,"51574","1444220","2888160","17857.1","-0.0123","33777","3793540","8903.79"
"2022","49003","32",\N,"4791","141434","2888160","1658.84","-0.012333","3138","3793540","827.119"
"2022","49003","41",\N,"135","8803","2888160","46.7426","-0.019192","135","3793540","35.5868"
"2022","49003","42",\N,"42","2968","2888160","14.5421","-0.017598","4","3793540","0.9441"
"2022","49003","43",\N,"191","4256","2888160","66.1321","-0.020474","118","3793540","31.1055"
"2022","49003","51",\N,"25","1199","2888160","8.65604","-0.001029","25","3793540","6.5902"
"2022","49003","52",\N,"3662","114416","2888160","1267.94","-0.010453","3662","3793540","965.326"
"2022","49003","53",\N,"157","7465","2888160","54.3599","-0.009442","157","3793540","41.3862"
"2022","49003","54",\N,"503","6451","2888160","174.159","-0.00948","503","3793540","132.594"
"2022","49003","61",\N,"833","80258","2888160","288.419","-0.025784","833","3793540","219.584"
"2022","49003","62",\N,"714","167907","2888160","247.216","-0.025982","714","3793540","188.215"
"2022","49005","11",\N,"3747","6833","2756110","1359.52","-0.035475","3637","3700580","982.82"
"2022","49005","21",\N,"34104","891629","2756110","12373.9","-0.061648","36103","3700580","9755.93"
"2022","49005","31",\N,"52160","1465060","2756110","18925.2","-0.013515","57475","3700580","15531.4"
"2022","49005","32",\N,"4648","137566","2756110","1686.43","-0.013516","5122","3700580","1384.16"
"2022","49005","41",\N,"120","7882","2756110","43.5396","-0.017608","120","3700580","32.4274"
"2022","49005","42",\N,"35","2533","2756110","12.699","-0.042168","35","3700580","9.458"
"2022","49005","43",\N,"177","3946","2756110","64.2209","-0.014324","177","3700580","47.8304"
"2022","49005","51",\N,"21","1015","2756110","7.61943","0.005724","21","3700580","5.6748"
"2022","49005","52",\N,"3169","99281","2756110","1149.81","-0.011602","3169","3700580","856.353"
"2022","49005","53",\N,"143","6808","2756110","51.8847","-0.014604","143","3700580","38.6426"
"2022","49005","54",\N,"436","5621","2756110","158.194","-0.012731","436","3700580","117.82"
"2022","49005","61",\N,"620","59720","2756110","224.954","-0.026466","620","3700580","167.542"
"2022","49005","62",\N,"289","68218","2756110","104.858","-0.025304","289","3700580","78.096"
"2022","49007","11",\N,"1410","2539","1043530","1351.18","-0.035689","614","1310970","468.356"
"2022","49007","21",\N,"12314","318132","1043530","11800.3","-0.062027","7689","1310970","5864.9"
"2022","49007","31",\N,"20194","560487","1043530","19351.5","-0.013863","13125","1310970","10011.3"
"2022","49007","32",\N,"1723","50390","1043530","1651.12","-0.013912","1120","1310970","854.143"
"2022","49007","41",\N,"46","3003","1043530","44.081","-0.02125","46","1310970","35.0886"
"2022","49007","42",\N,"14","975","1043530","13.4159","0.031124","14","1310970","10.6791"
"2022","49007","43",\N,"71","1576","1043530","68.038","-0.028849","71","1310970","54.1585"
"2022","49007","51",\N,"9","418","1043530","8.62454","0.077156","9","1310970","6.8652"
"2022","49007","52",\N,"1321","40957","1043530","1265.89","-0.011859","1321","1310970","1007.65"
"2022","49007","53",\N,"59","2756","1043530","56.5386","-0.008932","59","1310970","45.0049"
"2022","49007","54",\N,"181","2310","1043530","173.449","-0.015327","181","1310970","138.066"
"2022","49007","61",\N,"284","27128","1043530","272.152","-0.025369","284","1310970","216.634"
"2022","49007","62",\N,"140","32863","1043530","134.16","-0.028651","140","1310970","106.791"
"2022","49009","11",\N,"141","249","100303","1405.74","-0.036566","42","153119","274.296"
"2022","49009","21",\N,"1091","27535","100303","10877","-0.062307","617","153119","4030.69"
"2022","49009","31",\N,"2040","55592","100303","20338.4","-0.014908","1202","153119","7847.85"
"2022","49009","32",\N,"158","4526","100303","1575.23","-0.018552","93","153119","608.448"
"2022","49009","41",\N,"5","294","100303","49.849","-0.043399","5","153119","32.6543"
"2022","49009","42",\N,"1","93","100303","9.96979","-0.043399","1","153119","6.5309"
"2022","49009","43",\N,"8","166","100303","79.7583","0.093259","8","153119","52.2468"
"2022","49009","51",\N,"1","44","100303","9.96979","-0.043399","1","153119","6.5309"
"2022","49009","52",\N,"143","4367","100303","1425.68","-0.01587","143","153119","933.912"
"2022","49009","53",\N,"6","290","100303","59.8187","-0.043399","6","153119","39.1851"
"2022","49009","54",\N,"20","249","100303","199.396","0.006949","20","153119","130.617"
"2022","49009","61",\N,"33","3139","100303","329.003","-0.043399","33","153119","215.518"
"2022","49009","62",\N,"16","3759","100303","159.517","-0.043399","16","153119","104.494"
"2022","49011","11",\N,"8822","16480","7510350","1174.65","-0.034015","9550","9703920","984.138"
"2022","49011","21",\N,"100755","2688530","7510350","13415.5","-0.0601","107695","9703920","11098"
"2022","49011","31",\N,"129460","3728240","7510350","17237.5","-0.011879","144035","9703920","14843"
"2022","49011","32",\N,"13533","409305","7510350","1801.91","-0.01189","15057","9703920","1551.65"
"2022","49011","41",\N,"309","20722","7510350","41.1432","-0.015086","309","9703920","31.8428"
"2022","49011","42",\N,"101","7375","7510350","13.4481","-0.011215","56","9703920","5.7508"
"2022","49011","43",\N,"401","9211","7510350","53.393","-0.016047","246","9703920","25.3506"
"2022","49011","51",\N,"53","2638","7510350","7.05693","-0.002961","53","9703920","5.4617"
"2022","49011","52",\N,"7682","247743","7510350","1022.85","-0.00991","7682","9703920","791.638"
"2022","49011","53",\N,"342","16741","7510350","45.5371","-0.008701","342","9703920","35.2435"
"2022","49011","54",\N,"996","13211","7510350","132.617","-0.009764","996","9703920","102.639"
"2022","49011","61",\N,"1431","142784","7510350","190.537","-0.025605","1431","9703920","147.466"
"2022","49011","62",\N,"847","207365","7510350","112.778","-0.02446","847","9703920","87.2843"
"2022","49013","11",\N,"1459","2594","1046250","1394.51","-0.036591","610","1251820","487.291"
"2022","49013","21",\N,"11657","296401","1046250","11141.7","-0.062654","7568","1251820","6045.62"
"2022","49013","31",\N,"21014","575616","1046250","20085.1","-0.014541","14200","1251820","11343.7"
"2022","49013","32",\N,"1670","48109","1046250","1596.18","-0.01488","1129","1251820","901.682"
"2022","49013","41",\N,"48","3051","1046250","45.8783","-0.022837","48","1251820","38.3442"
"2022","49013","42",\N,"14","970","1046250","13.3812","-0.043194","14","1251820","11.1837"
"2022","49013","43",\N,"78","1693","1046250","74.5522","-0.018015","78","1251820","62.3093"
"2022","49013","51",\N,"9","447","1046250","8.60217","-0.043194","9","1251820","7.1895"
"2022","49013","52",\N,"1441","44143","1046250","1377.3","-0.012352","1441","1251820","1151.12"
"2022","49013","53",\N,"63","2949","1046250","60.2152","-0.011824","63","1251820","50.3268"
"2022","49013","54",\N,"200","2515","1046250","191.159","-0.008492","200","1251820","159.768"
"2022","49013","61",\N,"327","30933","1046250","312.546","-0.028337","327","1251820","261.22"
"2022","49013","62",\N,"159","36826","1046250","151.972","-0.024794","159","1251820","127.015"
"2022","49015","11",\N,"1557","2752","1199060","1298.52","-0.035705","228","1605090","142.048"
"2022","49015","21",\N,"12840","324186","1199060","10708.4","-0.062022","3784","1605090","2357.69"
"2022","49015","31",\N,"23406","637852","1199060","19520.3","-0.013911","7181","1605090","4473.62"
"2022","49015","32",\N,"1845","52811","1199060","1538.71","-0.014199","566","1605090","352.714"
"2022","49015","41",\N,"59","3769","1199060","49.2052","-0.026009","59","1605090","36.7581"
"2022","49015","42",\N,"17","1188","1199060","14.1778","-0.042517","17","1605090","10.5913"
"2022","49015","43",\N,"94","2037","1199060","78.3947","-0.010952","94","1605090","58.5637"
"2022","49015","51",\N,"12","545","1199060","10.0078","0.044526","12","1605090","7.4762"
"2022","49015","52",\N,"1753","53495","1199060","1461.98","-0.012085","1753","1605090","1092.15"
"2022","49015","53",\N,"75","3493","1199060","62.549","-0.016285","75","1605090","46.7264"
"2022","49015","54",\N,"248","3113","1199060","206.829","-0.010601","248","1605090","154.508"
"2022","49015","61",\N,"424","40033","1199060","353.61","-0.026445","424","1605090","264.16"
"2022","49015","62",\N,"318","73786","1199060","265.208","-0.027222","318","1605090","198.12"
"2022","49017","11",\N,"542","959","386611","1401.93","-0.038092","162","528612","306.463"
"2022","49017","21",\N,"4204","106132","386611","10874","-0.06281","2069","528612","3914.19"
"2022","49017","31",\N,"7863","214274","386611","20338.3","-0.01485","4029","528612","7621.04"
"2022","49017","32",\N,"610","17445","386611","1577.81","-0.01433","312","528612","590.862"
"2022","49017","41",\N,"18","1132","386611","46.5584","0.012854","18","528612","34.0514"
"2022","49017","42",\N,"5","359","386611","12.9329","-0.043416","5","528612","9.4587"
"2022","49017","43",\N,"30","641","386611","77.5974","-0.01043","30","528612","56.7524"
"2022","49017","51",\N,"4","170","386611","10.3463","0.275446","4","528612","7.567"
"2022","49017","52",\N,"552","16833","386611","1427.79","-0.011171","552","528612","1044.24"
"2022","49017","53",\N,"24","1119","386611","62.0779","-0.001825","24","528612","45.4019"
"2022","49017","54",\N,"77","960","386611","199.167","-0.004635","77","528612","145.665"
"2022","49017","61",\N,"128","12097","386611","331.082","-0.028232","128","528612","242.144"
"2022","49017","62",\N,"63","14490","386611","162.954","-0.027987","63","528612","119.18"
"2022","49019","11",\N,"1426","2537","1195570","1192.73","-0.034676","674","1607340","419.327"
"2022","49019","21",\N,"12948","329358","1195570","10830","-0.060954","4084","1607340","2540.73"
"2022","49019","31",\N,"22112","606053","1195570","18494.9","-0.012783","7259","1607340","4516.21"
"2022","49019","32",\N,"1822","52499","1195570","1523.96","-0.012727","598","1607340","372.111"
"2022","49019","41",\N,"62","3983","1195570","51.858","-0.025731","62","1607340","38.5731"
"2022","49019","42",\N,"18","1252","1195570","15.0555","-0.041445","18","1607340","11.1986"
"2022","49019","43",\N,"93","2027","1195570","77.787","-0.020378","93","1607340","57.8596"
"2022","49019","51",\N,"12","545","1195570","10.037","0.045696","12","1607340","7.4658"
"2022","49019","52",\N,"1726","52892","1195570","1443.66","-0.011079","1726","1607340","1073.82"
"2022","49019","53",\N,"73","3409","1195570","61.0586","-0.014444","73","1607340","45.4167"
"2022","49019","54",\N,"249","3131","1195570","208.268","-0.009626","249","1607340","154.915"
"2022","49019","61",\N,"424","40152","1195570","354.642","-0.027686","424","1607340","263.79"
"2022","49019","62",\N,"421","97735","1195570","352.132","-0.027587","421","1607340","261.924"
"2022","49021","11",\N,"2820","5101","2444700","1153.52","-0.034416","1589","3029010","524.594"
"2022","49021","21",\N,"28456","737277","2444700","11639.9","-0.060435","18964","3029010","6260.77"
"2022","49021","31",\N,"43661","1215890","2444700","17859.5","-0.012235","30287","3029010","9999.02"
"2022","49021","32",\N,"3934","115442","2444700","1609.2","-0.0123","2729","3029010","900.937"
"2022","49021","41",\N,"120","7792","2444700","49.0859","-0.01633","120","3029010","39.6169"
"2022","49021","42",\N,"36","2553","2444700","14.7258","-0.013519","36","3029010","11.8851"
"2022","49021","43",\N,"171","3783","2444700","69.9474","-0.01795","171","3029010","56.4541"
"2022","49021","51",\N,"22","1044","2444700","8.99908","0.004749","22","3029010","7.2631"
"2022","49021","52",\N,"3223","100082","2444700","1318.36","-0.010212","3223","3029010","1064.04"
"2022","49021","53",\N,"138","6491","2444700","56.4488","-0.004866","138","3029010","45.5594"
"2022","49021","54",\N,"453","5779","2444700","185.299","-0.010336","453","3029010","149.554"
"2022","49021","61",\N,"754","72217","2444700","308.423","-0.025411","754","3029010","248.926"
"2022","49021","62",\N,"733","171242","2444700","299.833","-0.024959","733","3029010","241.993"
"2022","49023","11",\N,"1491","2664","1331720","1119.61","-0.034401","394","2084780","188.989"
"2022","49023","21",\N,"14652","374848","1331720","11002.3","-0.060373","4830","2084780","2316.69"
"2022","49023","31",\N,"23870","657207","1331720","17924.2","-0.012199","8190","2084780","3928.69"
"2022","49023","32",\N,"2054","59537","1331720","1542.37","-0.012017","705","2084780","338.047"
"2022","49023","41",\N,"70","4464","1331720","52.5636","-0.012668","70","2084780","33.5767"
"2022","49023","42",\N,"21","1437","1331720","15.7691","0.007079","21","2084780","10.073"
"2022","49023","43",\N,"101","2209","1331720","75.8418","-0.011516","101","2084780","48.4464"
"2022","49023","51",\N,"13","611","1331720","9.76182","0.03905","13","2084780","6.2357"
"2022","49023","52",\N,"1907","58679","1331720","1431.98","-0.010256","1907","2084780","914.725"
"2022","49023","53",\N,"80","3744","1331720","60.0727","-0.016284","80","2084780","38.3733"
"2022","49023","54",\N,"273","3449","1331720","204.998","-0.00818","273","2084780","130.949"
"2022","49023","61",\N,"475","45096","1331720","356.682","-0.024447","475","2084780","227.842"
"2022","49023","62",\N,"506","117774","1331720","379.96","-0.02547","506","2084780","242.711"
"2022","49025","11",\N,"678","1199","483566","1402.08","-0.037742","298","682491","436.636"
"2022","49025","21",\N,"5258","132747","483566","10873.4","-0.062847","3076","682491","4506.37"
"2022","49025","31",\N,"9835","268010","483566","20338.5","-0.014769","5988","682491","8773.99"
"2022","49025","32",\N,"762","21820","483566","1575.79","-0.01498","464","682491","680.253"
"2022","49025","41",\N,"22","1416","483566","45.4953","-0.043419","22","682491","32.2348"
"2022","49025","42",\N,"6","449","483566","12.4078","-0.043419","6","682491","8.7913"
"2022","49025","43",\N,"37","802","483566","76.5149","-0.016847","37","682491","54.2131"
"2022","49025","51",\N,"5","213","483566","10.3399","0.195726","5","682491","7.3261"
"2022","49025","52",\N,"690","21054","483566","1426.9","-0.013392","690","682491","1011"
"2022","49025","53",\N,"30","1400","483566","62.0391","-0.010434","30","682491","43.9566"
"2022","49025","54",\N,"96","1201","483566","198.525","-0.012562","96","682491","140.661"
"2022","49025","61",\N,"160","15131","483566","330.875","-0.03131","160","682491","234.435"
"2022","49025","62",\N,"78","18124","483566","161.302","-0.030996","78","682491","114.287"
"2022","49027","11",\N,"1858","3284","1606590","1156.49","-0.034543","329","1962330","167.658"
"2022","49027","21",\N,"16845","425307","1606590","10485","-0.060812","5078","1962330","2587.99"
"2022","49027","31",\N,"29577","806000","1606590","18409.8","-0.012622","9281","1962330","4729.81"
"2022","49027","32",\N,"2390","68401","1606590","1487.63","-0.012797","750","1962330","382.237"
"2022","49027","41",\N,"87","5518","1606590","54.1521","-0.01874","87","1962330","44.335"
"2022","49027","42",\N,"25","1728","1606590","15.5609","-0.001352","25","1962330","12.74"
"2022","49027","43",\N,"130","2818","1606590","80.9169","-0.010863","130","1962330","66.2478"
"2022","49027","51",\N,"16","764","1606590","9.959","-0.041298","16","1962330","8.1536"
"2022","49027","52",\N,"2425","74023","1606590","1509.41","-0.010701","2425","1962330","1235.78"
"2022","49027","53",\N,"102","4718","1606590","63.4886","-0.012247","102","1962330","51.979"
"2022","49027","54",\N,"352","4415","1606590","219.098","-0.010372","352","1962330","179.379"
"2022","49027","61",\N,"617","58217","1606590","384.044","-0.025504","617","1962330","314.422"
"2022","49027","62",\N,"653","151394","1606590","406.452","-0.026388","653","1962330","332.768"
"2022","49029","11",\N,"540","954","460645","1172.27","-0.034271","397","625614","634.577"
"2022","49029","21",\N,"4841","122222","460645","10509.2","-0.060825","4475","625614","7152.3"
"2022","49029","31",\N,"8535","232583","460645","18528.4","-0.012738","8212","625614","13125.7"
"2022","49029","32",\N,"688","19684","460645","1493.56","-0.012725","662","625614","1057.85"
"2022","49029","41",\N,"25","1568","460645","54.2717","-0.001484","25","625614","39.9608"
"2022","49029","42",\N,"7","491","460645","15.1961","-0.041425","7","625614","11.189"
"2022","49029","43",\N,"37","805","460645","80.3222","-0.014797","37","625614","59.1419"
"2022","49029","51",\N,"5","218","460645","10.8543","0.198219","5","625614","7.9922"
"2022","49029","52",\N,"693","21153","460645","1504.41","-0.011469","693","625614","1107.71"
"2022","49029","53",\N,"29","1351","460645","62.9552","-0.00719","29","625614","46.3545"
"2022","49029","54",\N,"100","1258","460645","217.087","-0.011778","100","625614","159.843"
"2022","49029","61",\N,"175","16552","460645","379.902","-0.030343","175","625614","279.725"
"2022","49029","62",\N,"180","41806","460645","390.756","-0.030654","180","625614","287.718"
"2022","49031","11",\N,"139","245","98793","1406.98","-0.036472","62","135859","456.356"
"2022","49031","21",\N,"1074","27121","98793","10871.2","-0.062606","684","135859","5032.22"
"2022","49031","31",\N,"2009","54755","98793","20335.4","-0.014966","1331","135859","9797.86"
"2022","49031","32",\N,"156","4458","98793","1579.06","-0.011729","103","135859","759.63"
"2022","49031","41",\N,"5","289","98793","50.6109","0.195745","5","135859","36.8029"
"2022","49031","42",\N,"1","92","98793","10.1222","-0.043404","1","135859","7.3606"
"2022","49031","43",\N,"8","164","98793","80.9774","0.093253","8","135859","58.8846"
"2022","49031","51",\N,"1","43","98793","10.1222","-0.043404","1","135859","7.3606"
"2022","49031","52",\N,"141","4301","98793","1427.23","-0.015474","141","135859","1037.84"
"2022","49031","53",\N,"6","286","98793","60.733","-0.043404","6","135859","44.1635"
"2022","49031","54",\N,"20","245","98793","202.443","0.006943","20","135859","147.212"
"2022","49031","61",\N,"33","3091","98793","334.032","-0.01351","33","135859","242.899"
"2022","49031","62",\N,"16","3703","98793","161.955","-0.043404","16","135859","117.769"
"2022","49033","11",\N,"269","475","191718","1403.1","-0.036242","103","329475","312.619"
"2022","49033","21",\N,"2085","52630","191718","10875.3","-0.062737","1119","329475","3395.69"
"2022","49033","31",\N,"3899","106258","191718","20337.2","-0.014856","2178","329475","6611.5"
"2022","49033","32",\N,"302","8651","191718","1575.23","-0.017378","169","329475","512.592"
"2022","49033","41",\N,"9","561","191718","46.944","-0.043408","9","329475","27.3162"
"2022","49033","42",\N,"3","178","191718","15.648","-0.043408","3","329475","9.1054"
"2022","49033","43",\N,"15","318","191718","78.2399","0.024921","15","329475","45.527"
"2022","49033","51",\N,"2","84","191718","10.432","-0.043408","2","329475","6.0703"
"2022","49033","52",\N,"273","8347","191718","1423.97","-0.014529","273","329475","828.592"
"2022","49033","53",\N,"12","555","191718","62.5919","-0.043408","12","329475","36.4216"
"2022","49033","54",\N,"38","476","191718","198.208","-0.017554","38","329475","115.335"
"2022","49033","61",\N,"64","5999","191718","333.824","-0.028223","64","329475","194.249"
"2022","49033","62",\N,"31","7186","191718","161.696","-0.043408","31","329475","94.0892"
"2022","49035","11",\N,"29798","55534","24690400","1206.87","-0.034145","27057","31094300","870.161"
"2022","49035","21",\N,"328322","8743760","24690400","13297.6","-0.060264","361625","31094300","11629.9"
"2022","49035","31",\N,"430314","12360100","24690400","17428.4","-0.012062","493348","31094300","15866.2"
"2022","49035","32",\N,"43953","1326570","24690400","1780.17","-0.012054","50391","31094300","1620.6"
"2022","49035","41",\N,"1033","69164","24690400","41.8382","-0.016967","1033","31094300","33.2216"
"2022","49035","42",\N,"328","23975","24690400","13.2845","-0.016776","298","31094300","9.5697"
"2022","49035","43",\N,"1359","31077","24690400","55.0417","-0.016143","742","31094300","23.8629"
"2022","49035","51",\N,"174","8619","24690400","7.04728","-0.006499","174","31094300","5.5959"
"2022","49035","52",\N,"25379","815510","24690400","1027.89","-0.01014","25379","31094300","816.196"
"2022","49035","53",\N,"1136","55430","24690400","46.0098","-0.009364","1136","31094300","36.5341"
"2022","49035","54",\N,"3353","44282","24690400","135.802","-0.010052","3353","31094300","107.833"
"2022","49035","61",\N,"4682","464697","24690400","189.629","-0.025353","4682","31094300","150.574"
"2022","49035","62",\N,"2850","691629","24690400","115.43","-0.025021","2850","31094300","91.6568"
"2022","49037","11",\N,"1335","2362","952562","1401.48","-0.03689","279","1297770","214.985"
"2022","49037","21",\N,"10396","262762","952562","10913.7","-0.062854","3384","1297770","2607.65"
"2022","49037","31",\N,"19337","527358","952562","20300","-0.014748","6552","1297770","5048.66"
"2022","49037","32",\N,"1505","43107","952562","1579.95","-0.014573","510","1297770","392.906"
"2022","49037","41",\N,"44","2788","952562","46.1912","-0.021136","44","1297770","33.9044"
"2022","49037","42",\N,"13","884","952562","13.6474","0.036335","13","1297770","10.0172"
"2022","49037","43",\N,"72","1574","952562","75.5856","-0.02991","72","1297770","55.4799"
"2022","49037","51",\N,"9","417","952562","9.4482","-0.043383","9","1297770","6.935"
"2022","49037","52",\N,"1352","41279","952562","1419.33","-0.012713","1352","1297770","1041.79"
"2022","49037","53",\N,"59","2747","952562","61.9382","-0.009817","59","1297770","45.4627"
"2022","49037","54",\N,"188","2355","952562","197.362","-0.011846","188","1297770","144.864"
"2022","49037","61",\N,"313","29557","952562","328.588","-0.027854","313","1297770","241.184"
"2022","49037","62",\N,"153","35372","952562","160.619","-0.024251","153","1297770","117.895"
"2022","49039","11",\N,"1035","1838","741442","1395.93","-0.03672","665","969443","685.961"
"2022","49039","21",\N,"8222","208767","741442","11089.2","-0.062728","10096","969443","10413.9"
"2022","49039","31",\N,"14929","408514","741442","20135.1","-0.014588","19081","969443","19682.4"
"2022","49039","32",\N,"1181","33968","741442","1592.84","-0.014874","1509","969443","1556.85"
"2022","49039","41",\N,"34","2164","741442","45.8566","-0.014242","34","969443","35.0717"
"2022","49039","42",\N,"10","688","741442","13.4872","-0.043235","10","969443","10.3152"
"2022","49039","43",\N,"55","1205","741442","74.1798","-0.025517","55","969443","56.7336"
"2022","49039","51",\N,"7","319","741442","9.44106","-0.043235","7","969443","7.2206"
"2022","49039","52",\N,"1028","31480","741442","1386.49","-0.012495","1028","969443","1060.4"
"2022","49039","53",\N,"45","2101","741442","60.6925","-0.02149","45","969443","46.4184"
"2022","49039","54",\N,"143","1794","741442","192.867","-0.008569","143","969443","147.507"
"2022","49039","61",\N,"234","22173","741442","315.601","-0.030809","234","969443","241.376"
"2022","49039","62",\N,"114","26431","741442","153.754","-0.02615","114","969443","117.593"
"2022","49041","11",\N,"1278","2276","1050700","1216.34","-0.034852","637","1436810","443.342"
"2022","49041","21",\N,"11527","293852","1050700","10970.8","-0.061195","8074","1436810","5619.19"
"2022","49041","31",\N,"19607","538262","1050700","18661","-0.013006","14295","1436810","9948.77"
"2022","49041","32",\N,"1625","46928","1050700","1546.6","-0.013105","1185","1436810","824.569"
"2022","49041","41",\N,"53","3410","1050700","50.4428","-0.023219","53","1436810","36.8872"
"2022","49041","42",\N,"16","1082","1050700","15.228","0.022241","16","1436810","11.1358"
"2022","49041","43",\N,"80","1749","1050700","76.1401","-0.017076","80","1436810","55.6788"
"2022","49041","51",\N,"10","472","1050700","9.51751","-0.041649","10","1436810","6.9598"
"2022","49041","52",\N,"1493","45826","1050700","1420.96","-0.011183","1493","1436810","1039.11"
"2022","49041","53",\N,"64","2969","1050700","60.9121","-0.010734","64","1436810","44.543"
"2022","49041","54",\N,"213","2686","1050700","202.723","-0.009083","213","1436810","148.245"
"2022","49041","61",\N,"362","34272","1050700","344.534","-0.025497","362","1436810","251.947"
"2022","49041","62",\N,"331","76911","1050700","315.03","-0.02695","331","1436810","230.371"
"2022","49043","11",\N,"2734","4941","2360250","1158.35","-0.034302","2023","3254040","621.689"
"2022","49043","21",\N,"27483","711820","2360250","11644.1","-0.060532","19539","3254040","6004.62"
"2022","49043","31",\N,"42351","1178800","2360250","17943.4","-0.012304","31341","3254040","9631.33"
"2022","49043","32",\N,"3813","111868","2360250","1615.5","-0.012526","2822","3254040","867.239"
"2022","49043","41",\N,"115","7447","2360250","48.7236","-0.015326","115","3254040","35.3407"
"2022","49043","42",\N,"35","2455","2360250","14.8289","-0.012807","35","3254040","10.7559"
"2022","49043","43",\N,"165","3638","2360250","69.9077","-0.017187","165","3254040","50.7062"
"2022","49043","51",\N,"21","1010","2360250","8.89735","0.006936","21","3254040","6.4535"
"2022","49043","52",\N,"3118","96834","2360250","1321.04","-0.010549","3118","3254040","958.194"
"2022","49043","53",\N,"133","6282","2360250","56.3499","-0.011277","133","3254040","40.8723"
"2022","49043","54",\N,"436","5560","2360250","184.726","-0.011541","436","3254040","133.987"
"2022","49043","61",\N,"730","69947","2360250","309.289","-0.026341","730","3254040","224.337"
"2022","49043","62",\N,"683","159652","2360250","289.376","-0.025315","683","3254040","209.893"
"2022","49045","11",\N,"2904","5249","2392840","1213.62","-0.034634","2434","2954240","823.902"
"2022","49045","21",\N,"27792","718985","2392840","11614.7","-0.060782","25577","2954240","8657.83"
"2022","49045","31",\N,"43578","1212050","2392840","18211.9","-0.012597","41746","2954240","14130.8"
"2022","49045","32",\N,"3826","112072","2392840","1598.94","-0.012637","3665","2954240","1240.61"
"2022","49045","41",\N,"118","7606","2392840","49.3139","-0.016273","118","2954240","39.9427"
"2022","49045","42",\N,"34","2432","2392840","14.2091","-0.041283","4","2954240","1.4253"
"2022","49045","43",\N,"169","3741","2392840","70.6275","-0.018041","99","2954240","33.5112"
"2022","49045","51",\N,"21","1000","2392840","8.7762","0.006653","21","2954240","7.1084"
"2022","49045","52",\N,"3118","96642","2392840","1303.06","-0.0105","3118","2954240","1055.43"
"2022","49045","53",\N,"135","6340","2392840","56.4184","-0.004409","135","2954240","45.6971"
"2022","49045","54",\N,"443","5636","2392840","185.136","-0.009996","443","2954240","149.954"
"2022","49045","61",\N,"711","67917","2392840","297.137","-0.026217","711","2954240","240.671"
"2022","49045","62",\N,"657","153164","2392840","274.57","-0.026465","657","2954240","222.393"
"2022","49047","11",\N,"1660","2978","1200980","1382.2","-0.035851","1143","1442370","792.446"
"2022","49047","21",\N,"13918","357766","1200980","11588.8","-0.062292","11384","1442370","7892.85"
"2022","49047","31",\N,"23616","652639","1200980","19663.9","-0.014185","20107","1442370","13940.1"
"2022","49047","32",\N,"1957","56937","1200980","1629.5","-0.014105","1666","1442370","1154.96"
"2022","49047","41",\N,"54","3478","1200980","44.9631","-0.024761","54","1442370","37.4384"
"2022","49047","42",\N,"16","1110","1200980","13.3224","0.020991","16","1442370","11.0929"
"2022","49047","43",\N,"85","1862","1200980","70.7752","-0.019756","85","1442370","58.9308"
"2022","49047","51",\N,"10","487","1200980","8.3265","-0.042821","10","1442370","6.933"
"2022","49047","52",\N,"1555","47982","1200980","1294.77","-0.012333","1555","1442370","1078.09"
"2022","49047","53",\N,"69","3234","1200980","57.4528","-0.014248","69","1442370","47.8379"
"2022","49047","54",\N,"215","2728","1200980","179.02","-0.010608","215","1442370","149.06"
"2022","49047","61",\N,"337","32065","1200980","280.603","-0.028405","337","1442370","233.643"
"2022","49047","62",\N,"162","37719","1200980","134.889","-0.024761","162","1442370","112.315"
"2022","49049","11","4","15251","28377","12707000","1200.2","-0.03416","13774","15776000","873.097"
"2022","49049","21","4","168530","4484580","12707000","13262.8","-0.060314","177256","15776000","11235.8"
"2022","49049","31","4","222117","6371560","12707000","17479.9","-0.012114","243172","15776000","15414"
