"yearid","countyid","sourcetypeid","County_FIPS","M4_Veh","M4_VMT","M4_VMT_Total","M4_Pop_Factor","M4_pop_factor_grow","DMV_veh_22","HPMS_VMT_s_22","Adj_pop_factor"
"2025","49045","51",\N,"23","989","2463300","9.33707","0.040158","0","0","7.5627"
"2025","49045","52",\N,"3387","97241","2463300","1374.99","0.023646","0","0","1113.69"
"2025","49045","53",\N,"146","6419","2463300","59.2701","0.02296","0","0","48.0069"
"2025","49045","54",\N,"481","5653","2463300","195.267","0.024761","0","0","158.16"
"2025","49045","61",\N,"745","69938","2463300","302.44","0.011222","0","0","244.967"
"2025","49045","62",\N,"688","152008","2463300","279.3","0.0111","0","0","226.224"
"2025","49047","11",\N,"1678","3071","1240430","1352.76","-0.001036","0","0","775.569"
"2025","49047","21",\N,"13110","338920","1240430","10568.9","-0.025861","0","0","7198.24"
"2025","49047","31",\N,"25212","706047","1240430","20325.3","0.017777","0","0","14408.9"
"2025","49047","32",\N,"2089","60668","1240430","1684.1","0.017583","0","0","1193.66"
"2025","49047","41",\N,"58","3513","1240430","46.7581","0.029708","0","0","38.933"
"2025","49047","42",\N,"17","1094","1240430","13.705","-0.005799","0","0","11.4114"
"2025","49047","43",\N,"91","1887","1240430","73.3619","0.016543","0","0","61.0846"
"2025","49047","51",\N,"11","482","1240430","8.86792","-0.005799","0","0","7.3838"
"2025","49047","52",\N,"1689","48280","1240430","1361.63","0.022659","0","0","1133.76"
"2025","49047","53",\N,"75","3274","1240430","60.4631","0.02144","0","0","50.3444"
"2025","49047","54",\N,"234","2737","1240430","188.645","0.024859","0","0","157.075"
"2025","49047","61",\N,"353","33019","1240430","284.58","0.011392","0","0","236.954"
"2025","49047","62",\N,"169","37434","1240430","136.244","0.006108","0","0","113.443"
"2025","49049","11","4","15415","29265","13046000","1181.58","0.001243","0","0","859.552"
"2025","49049","21","4","158740","4248360","13046000","12167.7","-0.023606","0","0","10308"
"2025","49049","31","4","237128","6892960","13046000","18176.2","0.020115","0","0","16028.1"
"2025","49049","32","4","24224","729037","13046000","1856.81","0.020126","0","0","1637.4"
"2025","49049","41","4","564","35589","13046000","43.2315","0.020012","0","0","34.8214"
"2025","49049","42","4","181","12188","13046000","13.8739","0.019021","0","0","5.1814"
"2025","49049","43","4","748","16172","13046000","57.3354","0.019676","0","0","46.1815"
"2025","49049","51","4","99","4453","13046000","7.58851","0.027642","0","0","6.1123"
"2025","49049","52","4","14387","427806","13046000","1102.79","0.025146","0","0","888.254"
"2025","49049","53","4","641","29143","13046000","49.1337","0.025293","0","0","39.5754"
"2025","49049","54","4","1883","22943","13046000","144.335","0.024802","0","0","116.257"
"2025","49049","61","4","2608","254500","13046000","199.907","0.011629","0","0","161.018"
"2025","49049","62","4","1487","343625","13046000","113.981","0.011466","0","0","91.8074"
"2025","49051","11",\N,"1667","3049","1231760","1353.35","-0.001024","0","0","942.158"
"2025","49051","21",\N,"12996","335828","1231760","10550.7","-0.025906","0","0","7456.29"
"2025","49051","31",\N,"25058","701451","1231760","20343.2","0.017738","0","0","14964.5"
"2025","49051","32",\N,"2072","60163","1231760","1682.14","0.017759","0","0","1237.49"
"2025","49051","41",\N,"57","3490","1231760","46.2752","0.011935","0","0","36.1136"
"2025","49051","42",\N,"17","1086","1231760","13.8014","0.056318","0","0","10.7707"
"2025","49051","43",\N,"90","1877","1231760","73.0661","0.016777","0","0","57.0215"
"2025","49051","51",\N,"11","480","1231760","8.9303","-0.005818","0","0","6.9693"
"2025","49051","52",\N,"1681","48055","1231760","1364.71","0.022152","0","0","1065.04"
"2025","49051","53",\N,"75","3257","1231760","60.8884","0.035606","0","0","47.5179"
"2025","49051","54",\N,"233","2724","1231760","189.16","0.024975","0","0","147.622"
"2025","49051","61",\N,"352","32938","1231760","285.77","0.008507","0","0","223.018"
"2025","49051","62",\N,"169","37363","1231760","137.202","0.012149","0","0","107.074"
"2025","49053","11",\N,"6441","12122","5271800","1221.78","0.00062","0","0","1026.43"
"2025","49053","21",\N,"61640","1636480","5271800","11692.4","-0.024131","0","0","9837.35"
"2025","49053","31",\N,"97818","2815730","5271800","18555","0.019557","0","0","16249.5"
"2025","49053","32",\N,"9404","280635","5271800","1783.83","0.019596","0","0","1562.12"
"2025","49053","41",\N,"242","15112","5271800","45.9046","0.016971","0","0","37.3971"
"2025","49053","42",\N,"74","4900","5271800","14.037","0.023625","0","0","11.4355"
"2025","49053","43",\N,"332","7085","5271800","62.9766","0.020551","0","0","51.3051"
"2025","49053","51",\N,"42","1853","5271800","7.96692","0.045758","0","0","6.4904"
"2025","49053","52",\N,"6154","180628","5271800","1167.34","0.024596","0","0","950.998"
"2025","49053","53",\N,"274","12294","5271800","51.9747","0.025913","0","0","42.3421"
"2025","49053","54",\N,"841","10104","5271800","159.528","0.025217","0","0","129.962"
"2025","49053","61",\N,"1163","111624","5271800","220.608","0.010734","0","0","179.722"
"2025","49053","62",\N,"814","183232","5271800","154.407","0.010862","0","0","125.79"
"2025","49055","11",\N,"209","378","152897","1366.93","-0.001882","0","0","518.811"
"2025","49055","21",\N,"1513","38421","152897","9895.55","-0.026602","0","0","5482.24"
"2025","49055","31",\N,"3208","88583","152897","20981.4","0.016797","0","0","12095.6"
"2025","49055","32",\N,"249","7103","152897","1628.55","0.017869","0","0","938.756"
"2025","49055","41",\N,"7","437","152897","45.7825","-0.006658","0","0","33.6161"
"2025","49055","42",\N,"2","135","152897","13.0807","-0.006658","0","0","9.6046"
"2025","49055","43",\N,"12","248","152897","78.4842","-0.006658","0","0","57.6276"
"2025","49055","51",\N,"1","64","152897","6.54035","-0.006658","0","0","4.8023"
"2025","49055","52",\N,"229","6472","152897","1497.74","0.020069","0","0","1099.73"
"2025","49055","53",\N,"10","433","152897","65.4035","-0.006658","0","0","48.023"
"2025","49055","54",\N,"32","368","152897","209.291","0.025385","0","0","153.674"
"2025","49055","61",\N,"51","4760","152897","333.558","0.013209","0","0","244.917"
"2025","49055","62",\N,"25","5495","152897","163.509","-0.006658","0","0","120.058"
"2025","49057","11",\N,"5894","11193","4796740","1228.75","0.001206","0","0","1325.82"
"2025","49057","21",\N,"58461","1564770","4796740","12187.7","-0.023658","0","0","12627.5"
"2025","49057","31",\N,"88086","2561100","4796740","18363.7","0.020062","0","0","19804.7"
"2025","49057","32",\N,"8844","266196","4796740","1843.75","0.020095","0","0","1988.5"
"2025","49057","41",\N,"209","13185","4796740","43.5713","0.020872","0","0","35.0064"
"2025","49057","42",\N,"65","4379","4796740","13.5509","0.012019","0","0","7.9473"
"2025","49057","43",\N,"278","6003","4796740","57.9561","0.022188","0","0","44.0466"
"2025","49057","51",\N,"35","1581","4796740","7.29663","0.025757","0","0","5.8623"
"2025","49057","52",\N,"5152","153200","4796740","1074.06","0.025102","0","0","862.933"
"2025","49057","53",\N,"233","10586","4796740","48.5747","0.027313","0","0","39.0263"
"2025","49057","54",\N,"686","8360","4796740","143.014","0.024834","0","0","114.901"
"2025","49057","61",\N,"885","86357","4796740","184.501","0.011305","0","0","148.233"
"2025","49057","62",\N,"476","109830","4796740","99.2342","0.011322","0","0","79.7275"
"2026","49001","11",\N,"984","1779","897304","1096.62","-0.004521","0","0","163.856"
"2026","49001","21",\N,"8302","210412","897304","9252.16","-0.030141","0","0","2355.51"
"2026","49001","31",\N,"17112","472239","897304","19070.5","0.013883","0","0","5053.9"
"2026","49001","32",\N,"1391","39529","897304","1550.2","0.013741","0","0","410.88"
"2026","49001","41",\N,"52","3099","897304","57.9514","0.00984","0","0","47.9465"
"2026","49001","42",\N,"15","938","897304","16.7167","-0.00958","0","0","13.8307"
"2026","49001","43",\N,"77","1568","897304","85.8126","0.016831","0","0","70.9977"
"2026","49001","51",\N,"10","416","897304","11.1445","-0.00958","0","0","9.2205"
"2026","49001","52",\N,"1466","40934","897304","1633.78","0.018916","0","0","1351.72"
"2026","49001","53",\N,"61","2613","897304","67.9814","0.023994","0","0","56.2449"
"2026","49001","54",\N,"214","2453","897304","238.492","0.01899","0","0","197.318"
"2026","49001","61",\N,"358","33357","897304","398.973","0.004449","0","0","330.093"
"2026","49001","62",\N,"403","87967","897304","449.123","0.005389","0","0","371.585"
"2026","49003","11",\N,"3405","6329","2994880","1136.94","-0.003237","0","0","507.684"
"2026","49003","21",\N,"31944","835828","2994880","10666.2","-0.028826","0","0","5109.39"
"2026","49003","31",\N,"56364","1598380","2994880","18820.1","0.015294","0","0","9383.99"
"2026","49003","32",\N,"5236","153451","2994880","1748.32","0.015249","0","0","871.732"
"2026","49003","41",\N,"148","9026","2994880","49.4177","0.012307","0","0","37.6235"
"2026","49003","42",\N,"46","2945","2994880","15.3595","0.013827","0","0","0.9972"
"2026","49003","43",\N,"210","4379","2994880","70.1197","0.015977","0","0","32.9811"
"2026","49003","51",\N,"28","1203","2994880","9.34929","0.02852","0","0","7.118"
"2026","49003","52",\N,"4092","116957","2994880","1366.33","0.020209","0","0","1040.24"
"2026","49003","53",\N,"176","7687","2994880","58.767","0.020787","0","0","44.7414"
"2026","49003","54",\N,"562","6590","2994880","187.654","0.02085","0","0","142.867"
"2026","49003","61",\N,"886","84087","2994880","295.838","0.00771","0","0","225.232"
"2026","49003","62",\N,"759","168020","2994880","253.433","0.007719","0","0","192.947"
"2026","49005","11",\N,"3806","7098","2864130","1328.85","-0.003334","0","0","960.647"
"2026","49005","21",\N,"31455","825583","2864130","10982.4","-0.028931","0","0","8658.8"
"2026","49005","31",\N,"57004","1621450","2864130","19902.7","0.015181","0","0","16333.7"
"2026","49005","32",\N,"5080","149254","2864130","1773.66","0.01507","0","0","1455.75"
"2026","49005","41",\N,"132","8082","2864130","46.0873","0.014754","0","0","34.3249"
"2026","49005","42",\N,"39","2513","2864130","13.6167","0.017788","0","0","10.1414"
"2026","49005","43",\N,"194","4060","2864130","67.7344","0.017926","0","0","50.4472"
"2026","49005","51",\N,"23","1019","2864130","8.03036","-0.008309","0","0","5.9809"
"2026","49005","52",\N,"3541","101485","2864130","1236.33","0.020214","0","0","920.791"
"2026","49005","53",\N,"160","7010","2864130","55.8634","0.023681","0","0","41.6059"
"2026","49005","54",\N,"488","5742","2864130","170.383","0.020981","0","0","126.898"
"2026","49005","61",\N,"659","62570","2864130","230.087","0.008525","0","0","171.364"
"2026","49005","62",\N,"307","68264","2864130","107.188","0.00811","0","0","79.8314"
"2026","49007","11",\N,"1432","2638","1086650","1317.81","-0.004097","0","0","456.789"
"2026","49007","21",\N,"11357","294567","1086650","10451.4","-0.029642","0","0","5194.46"
"2026","49007","31",\N,"22069","620316","1086650","20309.2","0.014479","0","0","10506.8"
"2026","49007","32",\N,"1883","54671","1086650","1732.84","0.014746","0","0","896.419"
"2026","49007","41",\N,"51","3079","1086650","46.9331","0.010856","0","0","37.3589"
"2026","49007","42",\N,"15","967","1086650","13.8039","-0.008965","0","0","10.9879"
"2026","49007","43",\N,"78","1622","1086650","71.78","0.017115","0","0","57.1371"
"2026","49007","51",\N,"10","420","1086650","9.20257","0.10115","0","0","7.3253"
"2026","49007","52",\N,"1476","41866","1086650","1358.3","0.01935","0","0","1081.21"
"2026","49007","53",\N,"65","2838","1086650","59.8167","0.00652","0","0","47.6143"
"2026","49007","54",\N,"203","2360","1086650","186.812","0.021219","0","0","148.703"
"2026","49007","61",\N,"302","28423","1086650","277.918","0.007719","0","0","221.223"
"2026","49007","62",\N,"149","32886","1086650","137.118","0.004518","0","0","109.146"
"2026","49009","11",\N,"143","258","104867","1363.63","-0.003118","0","0","266.079"
"2026","49009","21",\N,"1006","25496","104867","9593.1","-0.030331","0","0","3554.9"
"2026","49009","31",\N,"2229","61527","104867","21255.5","0.013091","0","0","8201.74"
"2026","49009","32",\N,"173","4911","104867","1649.71","0.013341","0","0","637.217"
"2026","49009","41",\N,"5","301","104867","47.6794","-0.010089","0","0","31.2331"
"2026","49009","42",\N,"1","92","104867","9.53589","-0.010089","0","0","6.2466"
"2026","49009","43",\N,"8","171","104867","76.2871","-0.010089","0","0","49.9729"
"2026","49009","51",\N,"1","44","104867","9.53589","-0.010089","0","0","6.2466"
"2026","49009","52",\N,"160","4464","104867","1525.74","0.021844","0","0","999.459"
"2026","49009","53",\N,"7","299","104867","66.7512","-0.010089","0","0","43.7263"
"2026","49009","54",\N,"22","254","104867","209.79","-0.010089","0","0","137.426"
"2026","49009","61",\N,"35","3288","104867","333.756","-0.010089","0","0","218.632"
"2026","49009","62",\N,"17","3762","104867","162.11","-0.010089","0","0","106.192"
"2026","49011","11",\N,"8961","17120","7758570","1154.98","-0.001896","0","0","967.663"
"2026","49011","21",\N,"92930","2489390","7758570","11977.7","-0.027435","0","0","9908.64"
"2026","49011","31",\N,"141483","4126210","7758570","18235.7","0.01673","0","0","15702.5"
"2026","49011","32",\N,"14790","444082","7758570","1906.28","0.016713","0","0","1641.52"
"2026","49011","41",\N,"338","21248","7758570","43.5647","0.014207","0","0","33.7169"
"2026","49011","42",\N,"110","7317","7758570","14.1779","0.011595","0","0","6.0629"
"2026","49011","43",\N,"440","9478","7758570","56.7115","0.0163","0","0","26.9262"
"2026","49011","51",\N,"59","2648","7758570","7.6045","0.010327","0","0","5.8855"
"2026","49011","52",\N,"8584","253245","7758570","1106.39","0.021648","0","0","856.29"
"2026","49011","53",\N,"382","17237","7758570","49.2359","0.022651","0","0","38.1061"
"2026","49011","54",\N,"1113","13494","7758570","143.454","0.021659","0","0","111.026"
"2026","49011","61",\N,"1522","149597","7758570","196.17","0.009115","0","0","151.826"
"2026","49011","62",\N,"900","207506","7758570","116.001","0.008897","0","0","89.7788"
"2026","49013","11",\N,"1482","2695","1092670","1356.31","-0.005095","0","0","473.944"
"2026","49013","21",\N,"10752","274446","1092670","9840.13","-0.030356","0","0","5339.37"
"2026","49013","31",\N,"22965","637061","1092670","21017.4","0.013643","0","0","11870.2"
"2026","49013","32",\N,"1825","52196","1092670","1670.22","0.013531","0","0","943.508"
"2026","49013","41",\N,"52","3128","1092670","47.5899","0.009621","0","0","39.7748"
"2026","49013","42",\N,"15","962","1092670","13.7279","-0.009794","0","0","11.4735"
"2026","49013","43",\N,"85","1742","1092670","77.7912","0.014066","0","0","65.0165"
"2026","49013","51",\N,"11","449","1092670","10.0671","0.089226","0","0","8.4139"
"2026","49013","52",\N,"1610","45123","1092670","1473.46","0.018678","0","0","1231.49"
"2026","49013","53",\N,"71","3037","1092670","64.9786","0.018907","0","0","54.3079"
"2026","49013","54",\N,"223","2569","1092670","204.088","0.017585","0","0","170.573"
"2026","49013","61",\N,"347","32409","1092670","317.571","0.004682","0","0","265.42"
"2026","49013","62",\N,"169","36851","1092670","154.667","0.008101","0","0","129.268"
"2026","49015","11",\N,"1581","2859","1251190","1263.6","-0.004878","0","0","138.228"
"2026","49015","21",\N,"11843","300173","1251190","9465.37","-0.030462","0","0","2084.01"
"2026","49015","31",\N,"25580","705939","1251190","20444.5","0.013543","0","0","4685.43"
"2026","49015","32",\N,"2017","57298","1251190","1612.06","0.013708","0","0","369.53"
"2026","49015","41",\N,"65","3864","1251190","51.9505","0.005556","0","0","38.8089"
"2026","49015","42",\N,"19","1179","1251190","15.1855","0.045091","0","0","11.3441"
"2026","49015","43",\N,"103","2096","1251190","82.3215","0.019789","0","0","61.4971"
"2026","49015","51",\N,"13","548","1251190","10.3901","-0.009914","0","0","7.7618"
"2026","49015","52",\N,"1959","54682","1251190","1565.71","0.018686","0","0","1169.64"
"2026","49015","53",\N,"84","3596","1251190","67.136","0.014235","0","0","50.153"
"2026","49015","54",\N,"277","3179","1251190","221.389","0.019531","0","0","165.385"
"2026","49015","61",\N,"451","41943","1251190","360.456","0.005696","0","0","269.274"
"2026","49015","62",\N,"338","73836","1251190","270.142","0.004952","0","0","201.806"
"2026","49017","11",\N,"551","996","404202","1363.18","-0.004695","0","0","297.993"
"2026","49017","21",\N,"3877","98270","404202","9591.74","-0.030617","0","0","3452.64"
"2026","49017","31",\N,"8593","237146","404202","21259.2","0.013354","0","0","7966.12"
"2026","49017","32",\N,"666","18928","404202","1647.69","0.012695","0","0","617.03"
"2026","49017","41",\N,"20","1161","404202","49.4802","0.041986","0","0","36.1883"
"2026","49017","42",\N,"6","356","404202","14.8441","-0.010114","0","0","10.8565"
"2026","49017","43",\N,"32","660","404202","79.1683","-0.010114","0","0","57.9014"
"2026","49017","51",\N,"4","171","404202","9.89604","-0.010114","0","0","7.2377"
"2026","49017","52",\N,"616","17206","404202","1523.99","0.01798","0","0","1114.6"
"2026","49017","53",\N,"27","1153","404202","66.7983","0.027959","0","0","48.8543"
"2026","49017","54",\N,"86","981","404202","212.765","0.025665","0","0","155.61"
"2026","49017","61",\N,"136","12674","404202","336.465","0.004661","0","0","246.081"
"2026","49017","62",\N,"66","14500","404202","163.285","0.005115","0","0","119.422"
"2026","49019","11",\N,"1448","2635","1243900","1164.08","-0.004582","0","0","409.252"
"2026","49019","21",\N,"11943","304961","1243900","9601.22","-0.029943","0","0","2252.47"
"2026","49019","31",\N,"24165","670746","1243900","19426.7","0.014064","0","0","4743.75"
"2026","49019","32",\N,"1991","56960","1243900","1600.61","0.014034","0","0","390.827"
"2026","49019","41",\N,"68","4084","1243900","54.6666","0.005391","0","0","40.6622"
"2026","49019","42",\N,"20","1243","1243900","16.0784","0.042743","0","0","11.9595"
"2026","49019","43",\N,"102","2085","1243900","81.9999","0.020625","0","0","60.9933"
"2026","49019","51",\N,"13","547","1243900","10.451","-0.009394","0","0","7.7737"
"2026","49019","52",\N,"1929","54066","1243900","1550.76","0.019136","0","0","1153.49"
"2026","49019","53",\N,"82","3510","1243900","65.9215","0.015371","0","0","49.0338"
"2026","49019","54",\N,"278","3198","1243900","223.49","0.019957","0","0","166.237"
"2026","49019","61",\N,"451","42068","1243900","362.568","0.006224","0","0","269.686"
"2026","49019","62",\N,"448","97801","1243900","360.156","0.00633","0","0","267.892"
"2026","49021","11",\N,"2865","5299","2536270","1129.61","-0.00362","0","0","513.721"
"2026","49021","21",\N,"26246","682664","2536270","10348.3","-0.029094","0","0","5566.04"
"2026","49021","31",\N,"47716","1345680","2536270","18813.4","0.014995","0","0","10533.1"
"2026","49021","32",\N,"4299","125251","2536270","1695.01","0.014882","0","0","948.979"
"2026","49021","41",\N,"132","7990","2536270","52.0449","0.014569","0","0","42.0051"
"2026","49021","42",\N,"40","2533","2536270","15.7712","0.016934","0","0","12.7288"
"2026","49021","43",\N,"188","3893","2536270","74.1245","0.018601","0","0","59.8255"
"2026","49021","51",\N,"24","1048","2536270","9.46271","-0.008489","0","0","7.6373"
"2026","49021","52",\N,"3601","102304","2536270","1419.8","0.019832","0","0","1145.91"
"2026","49021","53",\N,"154","6683","2536270","60.719","0.024783","0","0","49.006"
"2026","49021","54",\N,"506","5903","2536270","199.505","0.019724","0","0","161.02"
"2026","49021","61",\N,"802","75663","2536270","316.212","0.006572","0","0","255.213"
"2026","49021","62",\N,"779","171358","2536270","307.144","0.007023","0","0","247.894"
"2026","49023","11",\N,"1515","2768","1383160","1095.32","-0.003774","0","0","184.889"
"2026","49023","21",\N,"13514","347082","1383160","9770.4","-0.029642","0","0","2057.3"
"2026","49023","31",\N,"26087","727361","1383160","18860.5","0.014414","0","0","4133.9"
"2026","49023","32",\N,"2245","64595","1383160","1623.1","0.014463","0","0","355.741"
"2026","49023","41",\N,"76","4577","1383160","54.9468","0.004178","0","0","35.099"
"2026","49023","42",\N,"23","1426","1383160","16.6286","0.036009","0","0","10.6221"
"2026","49023","43",\N,"111","2273","1383160","80.2512","0.018492","0","0","51.263"
"2026","49023","51",\N,"14","613","1383160","10.1218","-0.009034","0","0","6.4656"
"2026","49023","52",\N,"2131","59982","1383160","1540.68","0.019183","0","0","984.157"
"2026","49023","53",\N,"90","3856","1383160","65.0685","0.025137","0","0","41.5646"
"2026","49023","54",\N,"305","3522","1383160","220.51","0.021096","0","0","140.858"
"2026","49023","61",\N,"504","47248","1383160","364.384","0.004923","0","0","232.762"
"2026","49023","62",\N,"538","117854","1383160","388.965","0.005924","0","0","248.464"
"2026","49025","11",\N,"689","1246","505569","1362.82","-0.005786","0","0","424.408"
"2026","49025","21",\N,"4849","122914","505569","9591.17","-0.030705","0","0","3974.97"
"2026","49025","31",\N,"10748","296619","505569","21259.2","0.013361","0","0","9171.19"
"2026","49025","32",\N,"833","23674","505569","1647.65","0.01299","0","0","711.272"
"2026","49025","41",\N,"24","1452","505569","47.4713","-0.010115","0","0","33.6348"
"2026","49025","42",\N,"7","446","505569","13.8458","-0.010115","0","0","9.8102"
"2026","49025","43",\N,"40","825","505569","79.1188","-0.010115","0","0","56.0581"
"2026","49025","51",\N,"5","214","505569","9.88985","-0.010115","0","0","7.0073"
"2026","49025","52",\N,"771","21521","505569","1525.01","0.01896","0","0","1080.52"
"2026","49025","53",\N,"34","1442","505569","67.251","0.019881","0","0","47.6494"
"2026","49025","54",\N,"107","1227","505569","211.643","0.018439","0","0","149.955"
"2026","49025","61",\N,"170","15853","505569","336.255","0.001669","0","0","238.247"
"2026","49025","62",\N,"83","18136","505569","164.171","0.001956","0","0","116.321"
"2026","49027","11",\N,"1887","3411","1672030","1128.57","-0.004895","0","0","163.611"
"2026","49027","21",\N,"15537","393803","1672030","9292.32","-0.030239","0","0","2293.61"
"2026","49027","31",\N,"32324","892036","1672030","19332.2","0.013819","0","0","4966.79"
"2026","49027","32",\N,"2612","74213","1672030","1562.18","0.013643","0","0","401.392"
"2026","49027","41",\N,"95","5658","1672030","56.8173","0.011656","0","0","46.5171"
"2026","49027","42",\N,"27","1714","1672030","16.1481","-0.009642","0","0","13.2207"
"2026","49027","43",\N,"142","2899","1672030","84.9269","0.011733","0","0","69.5308"
"2026","49027","51",\N,"18","766","1672030","10.7654","-0.009642","0","0","8.8138"
"2026","49027","52",\N,"2710","75667","1672030","1620.79","0.018547","0","0","1326.96"
"2026","49027","53",\N,"114","4858","1672030","68.1808","0.017125","0","0","55.8205"
"2026","49027","54",\N,"393","4509","1672030","235.044","0.018877","0","0","192.434"
"2026","49027","61",\N,"656","60995","1672030","392.338","0.007248","0","0","321.213"
"2026","49027","62",\N,"694","151497","1672030","415.065","0.004837","0","0","339.82"
"2026","49029","11",\N,"548","991","479543","1142.75","-0.004216","0","0","618.6"
"2026","49029","21",\N,"4465","113168","479543","9310.95","-0.030299","0","0","6336.81"
"2026","49029","31",\N,"9327","257410","479543","19449.8","0.0137","0","0","13778.4"
"2026","49029","32",\N,"752","21357","479543","1568.16","0.014619","0","0","1110.69"
"2026","49029","41",\N,"27","1608","479543","56.3036","0.028422","0","0","41.4569"
"2026","49029","42",\N,"8","487","479543","16.6826","-0.009668","0","0","12.2835"
"2026","49029","43",\N,"41","828","479543","85.4981","0.015091","0","0","62.953"
"2026","49029","51",\N,"5","219","479543","10.4266","-0.009668","0","0","7.6772"
"2026","49029","52",\N,"774","21622","479543","1614.04","0.017951","0","0","1188.43"
"2026","49029","53",\N,"33","1392","479543","68.8155","0.02128","0","0","50.6695"
"2026","49029","54",\N,"112","1285","479543","233.556","0.017589","0","0","171.969"
"2026","49029","61",\N,"186","17342","479543","387.869","0.006567","0","0","285.592"
"2026","49029","62",\N,"192","41834","479543","400.381","0.006052","0","0","294.804"
"2026","49031","11",\N,"141","254","103291","1365.08","-0.003066","0","0","442.763"
"2026","49031","21",\N,"991","25112","103291","9594.25","-0.030677","0","0","4441.12"
"2026","49031","31",\N,"2196","60600","103291","21260.3","0.013399","0","0","10243.5"
"2026","49031","32",\N,"170","4837","103291","1645.84","0.013716","0","0","791.754"
"2026","49031","41",\N,"5","297","103291","48.4069","-0.010136","0","0","35.2002"
"2026","49031","42",\N,"1","91","103291","9.68139","-0.010136","0","0","7.04"
"2026","49031","43",\N,"8","169","103291","77.4511","-0.010136","0","0","56.3204"
"2026","49031","51",\N,"1","44","103291","9.68139","-0.010136","0","0","7.04"
"2026","49031","52",\N,"157","4397","103291","1519.98","0.015742","0","0","1105.29"
"2026","49031","53",\N,"7","295","103291","67.7697","-0.010136","0","0","49.2803"
"2026","49031","54",\N,"22","251","103291","212.99","0.037","0","0","154.881"
"2026","49031","61",\N,"35","3239","103291","338.849","0.018977","0","0","246.402"
"2026","49031","62",\N,"17","3705","103291","164.584","-0.010136","0","0","119.681"
"2026","49033","11",\N,"273","494","200443","1361.98","-0.006488","0","0","303.457"
"2026","49033","21",\N,"1923","48732","200443","9593.75","-0.030298","0","0","2995.53"
"2026","49033","31",\N,"4261","117600","200443","21257.9","0.013175","0","0","6910.83"
"2026","49033","32",\N,"330","9386","200443","1646.35","0.011325","0","0","535.736"
"2026","49033","41",\N,"10","576","200443","49.8895","0.099858","0","0","29.0302"
"2026","49033","42",\N,"3","177","200443","14.9668","-0.010128","0","0","8.7091"
"2026","49033","43",\N,"16","327","200443","79.8232","-0.010128","0","0","46.4483"
"2026","49033","51",\N,"2","85","200443","9.9779","-0.010128","0","0","5.806"
"2026","49033","52",\N,"306","8533","200443","1526.62","0.019869","0","0","888.324"
"2026","49033","53",\N,"13","572","200443","64.8563","-0.010128","0","0","37.7393"
"2026","49033","54",\N,"42","486","200443","209.536","0.014016","0","0","121.927"
"2026","49033","61",\N,"68","6285","200443","339.249","0.004647","0","0","197.405"
"2026","49033","62",\N,"33","7190","200443","164.635","0.020806","0","0","95.7997"
"2026","49035","11",\N,"30268","57690","25522800","1185.92","-0.002049","0","0","855.058"
"2026","49035","21",\N,"302821","8096080","25522800","11864.7","-0.027606","0","0","10376.8"
"2026","49035","31",\N,"470279","13679500","25522800","18425.9","0.016563","0","0","16774.2"
"2026","49035","32",\N,"48035","1439290","25522800","1882.04","0.016571","0","0","1713.35"
"2026","49035","41",\N,"1133","70918","25522800","44.3917","0.016361","0","0","35.2492"
"2026","49035","42",\N,"360","23788","25522800","14.1051","0.015607","0","0","10.1608"
"2026","49035","43",\N,"1489","31976","25522800","58.3401","0.016243","0","0","25.2929"
"2026","49035","51",\N,"194","8652","25522800","7.60106","0.019309","0","0","6.0356"
"2026","49035","52",\N,"28358","833615","25522800","1111.09","0.021458","0","0","882.257"
"2026","49035","53",\N,"1269","57074","25522800","49.7203","0.021203","0","0","39.4804"
"2026","49035","54",\N,"3746","45232","25522800","146.771","0.021395","0","0","116.543"
"2026","49035","61",\N,"4977","486871","25522800","195.002","0.008643","0","0","154.841"
"2026","49035","62",\N,"3029","692096","25522800","118.678","0.008689","0","0","94.2364"
"2026","49037","11",\N,"1356","2454","995741","1361.8","-0.00493","0","0","208.897"
"2026","49037","21",\N,"9589","243298","995741","9630.01","-0.030589","0","0","2300.93"
"2026","49037","31",\N,"21133","583650","995741","21223.4","0.013382","0","0","5278.31"
"2026","49037","32",\N,"1645","46770","995741","1652.04","0.013342","0","0","410.832"
"2026","49037","41",\N,"48","2859","995741","48.2053","0.010996","0","0","35.3827"
"2026","49037","42",\N,"14","878","995741","14.0599","-0.010067","0","0","10.32"
"2026","49037","43",\N,"79","1620","995741","79.3379","0.002625","0","0","58.2341"
"2026","49037","51",\N,"10","419","995741","10.0428","-0.010067","0","0","7.3714"
"2026","49037","52",\N,"1510","42196","995741","1516.46","0.018255","0","0","1113.08"
"2026","49037","53",\N,"66","2828","995741","66.2823","0.020869","0","0","48.6513"
"2026","49037","54",\N,"210","2405","995741","210.898","0.019049","0","0","154.799"
"2026","49037","61",\N,"333","30968","995741","334.424","0.005024","0","0","245.468"
"2026","49037","62",\N,"162","35396","995741","162.693","0.002307","0","0","119.417"
"2026","49039","11",\N,"1052","1910","774503","1358.29","-0.005126","0","0","667.465"
"2026","49039","21",\N,"7583","193303","774503","9790.79","-0.030439","0","0","9194.59"
"2026","49039","31",\N,"16315","452121","774503","21065.1","0.013567","0","0","20591.6"
"2026","49039","32",\N,"1291","36854","774503","1666.88","0.013702","0","0","1629.21"
