"Index","Year","GeoID_WFRC","County_FIPS","GeoID_text","roadType","dummy","veh_11","veh_21","veh_31","veh_32","veh_41","veh_42","veh_43","veh_51","veh_52","veh_53","veh_54","veh_61","veh_62","Total"
" DU_2052","2052","0","13","DU","55","2052","0.00281","0.25966","0.6723","0.05277","0.00039","0.00013","0.00022","0.00008","0.00501","0.00032","0.00037","0.00298","0.00296","1"
" DU_2053","2053","0","13","DU","4","2053","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
" DU_2053","2053","0","13","DU","5","2053","0.00236","0.21636","0.56582","0.0444","0.00538","0.0018","0.00309","0.00108","0.06928","0.00449","0.00514","0.04053","0.04027","1"
" DU_2053","2053","0","13","DU","55","2053","0.00281","0.25776","0.67405","0.05289","0.00039","0.00013","0.00023","0.00008","0.00506","0.00033","0.00037","0.00296","0.00294","1"
" DU_2054","2054","0","13","DU","4","2054","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
" DU_2054","2054","0","13","DU","5","2054","0.00236","0.21469","0.56716","0.04449","0.00539","0.0018","0.00309","0.00109","0.06997","0.00454","0.00519","0.04026","0.03997","1"
" DU_2054","2054","0","13","DU","55","2054","0.00281","0.25583","0.67584","0.05301","0.00039","0.00013","0.00023","0.00008","0.00511","0.00033","0.00038","0.00294","0.00292","1"
" DU_2055","2055","0","13","DU","4","2055","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
" DU_2055","2055","0","13","DU","5","2055","0.00236","0.21301","0.56851","0.04458","0.00539","0.0018","0.0031","0.0011","0.07067","0.00458","0.00524","0.03998","0.03968","1"
" DU_2055","2055","0","13","DU","55","2055","0.00282","0.25388","0.67764","0.05314","0.00039","0.00013","0.00023","0.00008","0.00516","0.00033","0.00038","0.00292","0.0029","1"
" DU_2056","2056","0","13","DU","4","2056","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
" DU_2056","2056","0","13","DU","5","2056","0.00236","0.21128","0.56986","0.04468","0.0054","0.00181","0.0031","0.00111","0.07138","0.00463","0.0053","0.03971","0.03938","1"
" DU_2056","2056","0","13","DU","55","2056","0.00282","0.25191","0.67945","0.05327","0.00039","0.00013","0.00023","0.00008","0.00521","0.00034","0.00039","0.0029","0.00288","1"
" DU_2057","2057","0","13","DU","4","2057","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
" DU_2057","2057","0","13","DU","5","2057","0.00236","0.20958","0.5712","0.04478","0.00541","0.00181","0.0031","0.00113","0.07209","0.00467","0.00535","0.03943","0.03909","1"
" DU_2057","2057","0","13","DU","55","2057","0.00282","0.24995","0.68125","0.0534","0.0004","0.00013","0.00023","0.00008","0.00527","0.00034","0.00039","0.00288","0.00286","1"
" DU_2058","2058","0","13","DU","4","2058","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
" DU_2058","2058","0","13","DU","5","2058","0.00236","0.20788","0.57251","0.04487","0.00542","0.00181","0.00311","0.00114","0.0728","0.00472","0.00541","0.03916","0.03881","1"
" DU_2058","2058","0","13","DU","55","2058","0.00282","0.24799","0.68304","0.05354","0.0004","0.00013","0.00023","0.00008","0.00532","0.00035","0.0004","0.00286","0.00284","1"
" DU_2059","2059","0","13","DU","4","2059","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
" DU_2059","2059","0","13","DU","5","2059","0.00236","0.2062","0.57382","0.04497","0.00542","0.00181","0.00311","0.00115","0.07353","0.00477","0.00546","0.03888","0.03852","1"
" DU_2059","2059","0","13","DU","55","2059","0.00282","0.24606","0.68482","0.05367","0.0004","0.00013","0.00023","0.00008","0.00538","0.00035","0.0004","0.00284","0.00282","1"
" DU_2060","2060","0","13","DU","4","2060","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
" DU_2060","2060","0","13","DU","5","2060","0.00236","0.2045","0.57511","0.04507","0.00543","0.00181","0.00312","0.00116","0.07426","0.00481","0.00552","0.03861","0.03824","1"
" DU_2060","2060","0","13","DU","55","2060","0.00282","0.24415","0.68659","0.0538","0.0004","0.00013","0.00023","0.00008","0.00543","0.00035","0.0004","0.00282","0.0028","1"
" EM_1990","1990","0","15","EM","4","1990","0.00167","0.504","0.16403","0.01309","0.00681","0.00179","0.00513","0.00257","0.08507","0.00695","0.00852","0.071","0.12937","1"
" EM_1990","1990","0","15","EM","5","1990","0.00177","0.53432","0.1739","0.01388","0.00593","0.00156","0.00446","0.00224","0.07405","0.00605","0.00741","0.06181","0.11262","1"
" EM_1990","1990","0","15","EM","55","1990","0.00241","0.72892","0.23724","0.01893","0.00027","0.00007","0.0002","0.0001","0.00335","0.00027","0.00034","0.0028","0.0051","1"
" EM_1999","1999","0","15","EM","4","1999","0.00156","0.3894","0.27029","0.02154","0.00696","0.00196","0.00456","0.00252","0.08488","0.00559","0.00693","0.06392","0.13989","1"
" EM_1999","1999","0","15","EM","5","1999","0.00165","0.41284","0.28655","0.02283","0.00606","0.0017","0.00397","0.0022","0.07389","0.00486","0.00603","0.05564","0.12178","1"
" EM_1999","1999","0","15","EM","55","1999","0.00225","0.56319","0.39092","0.03115","0.00027","0.00008","0.00018","0.0001","0.00334","0.00022","0.00027","0.00252","0.00551","1"
" EM_2000","2000","0","15","EM","4","2000","0.00136","0.38132","0.27802","0.02209","0.00695","0.00196","0.00451","0.00242","0.08507","0.00562","0.00666","0.06391","0.14011","1"
" EM_2000","2000","0","15","EM","5","2000","0.00144","0.40427","0.29474","0.02342","0.00605","0.0017","0.00393","0.00211","0.07405","0.00489","0.00579","0.05564","0.12197","1"
" EM_2000","2000","0","15","EM","55","2000","0.00196","0.5515","0.40209","0.03195","0.00027","0.00008","0.00018","0.0001","0.00335","0.00022","0.00026","0.00252","0.00552","1"
" EM_2001","2001","0","15","EM","4","2001","0.00122","0.37528","0.28381","0.02249","0.00589","0.00167","0.0038","0.0023","0.08484","0.00561","0.00651","0.06475","0.14183","1"
" EM_2001","2001","0","15","EM","5","2001","0.00129","0.39784","0.30088","0.02385","0.00513","0.00146","0.00331","0.002","0.07386","0.00488","0.00566","0.05637","0.12347","1"
" EM_2001","2001","0","15","EM","55","2001","0.00176","0.54275","0.41046","0.03253","0.00023","0.00007","0.00015","0.00009","0.00334","0.00022","0.00026","0.00255","0.00559","1"
" EM_2002","2002","0","15","EM","4","2002","0.00119","0.36942","0.28936","0.02282","0.00598","0.00174","0.00384","0.00229","0.08733","0.00577","0.00656","0.06389","0.13981","1"
" EM_2002","2002","0","15","EM","5","2002","0.00127","0.39165","0.30676","0.02419","0.00521","0.00151","0.00334","0.00199","0.07602","0.00503","0.00571","0.05561","0.12171","1"
" EM_2002","2002","0","15","EM","55","2002","0.00173","0.53427","0.41849","0.033","0.00024","0.00007","0.00015","0.00009","0.00344","0.00023","0.00026","0.00252","0.00551","1"
" EM_2003","2003","0","15","EM","4","2003","0.0012","0.36352","0.2949","0.02318","0.00567","0.0017","0.00383","0.00226","0.0886","0.00585","0.00659","0.06358","0.13912","1"
" EM_2003","2003","0","15","EM","5","2003","0.00127","0.38536","0.31264","0.02458","0.00494","0.00148","0.00334","0.00196","0.07713","0.0051","0.00574","0.05535","0.12111","1"
" EM_2003","2003","0","15","EM","55","2003","0.00174","0.52572","0.42651","0.03353","0.00022","0.00007","0.00015","0.00009","0.00349","0.00023","0.00026","0.00251","0.00548","1"
" EM_2004","2004","0","15","EM","4","2004","0.00153","0.35351","0.30391","0.02384","0.00592","0.00167","0.00379","0.00217","0.0881","0.00582","0.00648","0.06372","0.13954","1"
" EM_2004","2004","0","15","EM","5","2004","0.00163","0.37478","0.32219","0.02527","0.00516","0.00145","0.0033","0.00189","0.07669","0.00506","0.00564","0.05547","0.12147","1"
" EM_2004","2004","0","15","EM","55","2004","0.00222","0.51125","0.43954","0.03448","0.00023","0.00007","0.00015","0.00009","0.00347","0.00023","0.00026","0.00251","0.0055","1"
" EM_2005","2005","0","15","EM","4","2005","0.00139","0.34655","0.31051","0.02435","0.00579","0.00161","0.00363","0.00205","0.08684","0.00573","0.00627","0.06415","0.14113","1"
" EM_2005","2005","0","15","EM","5","2005","0.00148","0.3674","0.32919","0.02581","0.00504","0.0014","0.00316","0.00178","0.0756","0.00499","0.00546","0.05584","0.12285","1"
" EM_2005","2005","0","15","EM","55","2005","0.00202","0.50118","0.44909","0.03521","0.00023","0.00006","0.00014","0.00008","0.00342","0.00023","0.00025","0.00253","0.00556","1"
" EM_2006","2006","0","15","EM","4","2006","0.00193","0.33841","0.31748","0.02498","0.00596","0.00162","0.00363","0.00211","0.09313","0.00615","0.00659","0.06146","0.13655","1"
" EM_2006","2006","0","15","EM","5","2006","0.00205","0.35876","0.33657","0.02648","0.00519","0.00141","0.00316","0.00184","0.08108","0.00535","0.00574","0.0535","0.11887","1"
" EM_2006","2006","0","15","EM","55","2006","0.00279","0.48946","0.45915","0.03612","0.00023","0.00006","0.00014","0.00008","0.00367","0.00024","0.00026","0.00242","0.00538","1"
" EM_2007","2007","0","15","EM","4","2007","0.00214","0.33505","0.32037","0.02523","0.0058","0.00188","0.00372","0.00197","0.08925","0.00588","0.00626","0.06216","0.14029","1"
" EM_2007","2007","0","15","EM","5","2007","0.00227","0.35521","0.33964","0.02675","0.00505","0.00163","0.00324","0.00171","0.0777","0.00512","0.00545","0.05411","0.12212","1"
" EM_2007","2007","0","15","EM","55","2007","0.0031","0.48456","0.46334","0.03649","0.00023","0.00007","0.00015","0.00008","0.00352","0.00023","0.00025","0.00245","0.00553","1"
" EM_2008","2008","0","15","EM","4","2008","0.00213","0.33652","0.31892","0.02522","0.00578","0.00191","0.00373","0.00195","0.09284","0.00611","0.00643","0.06053","0.13793","1"
" EM_2008","2008","0","15","EM","5","2008","0.00226","0.35676","0.33811","0.02674","0.00503","0.00166","0.00325","0.00169","0.08082","0.00532","0.0056","0.05269","0.12007","1"
" EM_2008","2008","0","15","EM","55","2008","0.00309","0.48667","0.46125","0.03647","0.00023","0.00008","0.00015","0.00008","0.00366","0.00024","0.00025","0.00239","0.00544","1"
" EM_2009","2009","0","15","EM","4","2009","0.00213","0.33448","0.32078","0.0254","0.00628","0.00199","0.00365","0.00194","0.09485","0.00621","0.00662","0.05917","0.1365","1"
" EM_2009","2009","0","15","EM","5","2009","0.00226","0.3546","0.34007","0.02693","0.00547","0.00173","0.00318","0.00168","0.08257","0.00541","0.00577","0.05151","0.11882","1"
" EM_2009","2009","0","15","EM","55","2009","0.00308","0.48376","0.46393","0.03673","0.00025","0.00008","0.00014","0.00008","0.00374","0.00024","0.00026","0.00233","0.00538","1"
" EM_2010","2010","0","15","EM","4","2010","0.00188","0.33062","0.32457","0.02572","0.00587","0.00197","0.00358","0.00173","0.08746","0.0057","0.00615","0.06161","0.14314","1"
" EM_2010","2010","0","15","EM","5","2010","0.002","0.35051","0.34409","0.02727","0.00511","0.00171","0.00312","0.0015","0.07614","0.00496","0.00535","0.05363","0.12461","1"
" EM_2010","2010","0","15","EM","55","2010","0.00272","0.47817","0.46941","0.0372","0.00023","0.00008","0.00014","0.00007","0.00345","0.00022","0.00024","0.00243","0.00564","1"
" EM_2011","2011","0","15","EM","4","2011","0.00187","0.3117","0.34205","0.02717","0.00635","0.00207","0.00382","0.00165","0.08778","0.00571","0.00605","0.06176","0.14202","1"
" EM_2011","2011","0","15","EM","5","2011","0.00199","0.33045","0.36262","0.0288","0.00552","0.0018","0.00333","0.00143","0.07642","0.00497","0.00527","0.05376","0.12364","1"
" EM_2011","2011","0","15","EM","55","2011","0.00271","0.45082","0.49469","0.03929","0.00025","0.00008","0.00015","0.00006","0.00346","0.00022","0.00024","0.00243","0.0056","1"
" EM_2012","2012","0","15","EM","4","2012","0.00212","0.27638","0.37443","0.02986","0.00677","0.00225","0.00398","0.00158","0.08879","0.00575","0.00611","0.06237","0.13961","1"
" EM_2012","2012","0","15","EM","5","2012","0.00225","0.293","0.39695","0.03165","0.00589","0.00196","0.00347","0.00137","0.07729","0.00501","0.00532","0.0543","0.12154","1"
" EM_2012","2012","0","15","EM","55","2012","0.00307","0.39971","0.54153","0.04318","0.00027","0.00009","0.00016","0.00006","0.0035","0.00023","0.00024","0.00246","0.0055","1"
" EM_2013","2013","0","15","EM","4","2013","0.00202","0.28074","0.37036","0.02967","0.00675","0.00229","0.00401","0.00148","0.08779","0.00567","0.00599","0.06441","0.13882","1"
" EM_2013","2013","0","15","EM","5","2013","0.00214","0.29763","0.39264","0.03145","0.00587","0.00199","0.00349","0.00129","0.07642","0.00494","0.00522","0.05607","0.12085","1"
" EM_2013","2013","0","15","EM","55","2013","0.00292","0.40601","0.53565","0.04291","0.00027","0.00009","0.00016","0.00006","0.00346","0.00022","0.00024","0.00254","0.00547","1"
" EM_2014","2014","0","15","EM","4","2014","0.00195","0.27701","0.37377","0.03006","0.00685","0.00246","0.00425","0.00142","0.08881","0.00572","0.00604","0.06583","0.13583","1"
" EM_2014","2014","0","15","EM","5","2014","0.00207","0.29367","0.39626","0.03186","0.00597","0.00214","0.0037","0.00123","0.07731","0.00498","0.00526","0.0573","0.11825","1"
" EM_2014","2014","0","15","EM","55","2014","0.00282","0.40062","0.54058","0.04347","0.00027","0.0001","0.00017","0.00006","0.0035","0.00023","0.00024","0.00259","0.00535","1"
" EM_2015","2015","0","15","EM","4","2015","0.00186","0.27157","0.37876","0.0306","0.00697","0.00254","0.0042","0.00132","0.08906","0.00574","0.00592","0.06774","0.13372","1"
" EM_2015","2015","0","15","EM","5","2015","0.00198","0.28789","0.40155","0.03245","0.00607","0.00221","0.00366","0.00115","0.07753","0.00499","0.00515","0.05897","0.1164","1"
" EM_2015","2015","0","15","EM","55","2015","0.0027","0.39275","0.54779","0.04426","0.00027","0.0001","0.00017","0.00005","0.00351","0.00023","0.00023","0.00267","0.00527","1"
" EM_2016","2016","0","15","EM","4","2016","0.00189","0.26615","0.38359","0.03116","0.007","0.00249","0.00395","0.00125","0.08993","0.00579","0.00586","0.07051","0.13043","1"
" EM_2016","2016","0","15","EM","5","2016","0.00201","0.28216","0.40666","0.03304","0.00609","0.00217","0.00344","0.00109","0.07828","0.00504","0.0051","0.06138","0.11354","1"
" EM_2016","2016","0","15","EM","55","2016","0.00274","0.38491","0.55477","0.04507","0.00028","0.0001","0.00016","0.00005","0.00354","0.00023","0.00023","0.00278","0.00514","1"
" EM_2017","2017","0","15","EM","4","2017","0.00184","0.25813","0.39082","0.03199","0.00722","0.00252","0.00396","0.00116","0.0892","0.00575","0.00572","0.07293","0.12876","1"
" EM_2017","2017","0","15","EM","5","2017","0.00195","0.27367","0.41432","0.03392","0.00628","0.00219","0.00344","0.00101","0.07765","0.00501","0.00498","0.06349","0.11209","1"
" EM_2017","2017","0","15","EM","55","2017","0.00267","0.37334","0.56522","0.04627","0.00028","0.0001","0.00016","0.00005","0.00351","0.00023","0.00023","0.00287","0.00507","1"
" EM_2018","2018","0","15","EM","4","2018","0.00188","0.26059","0.38266","0.03071","0.00734","0.00257","0.00403","0.0012","0.08606","0.00552","0.00576","0.0779","0.13378","1"
" EM_2018","2018","0","15","EM","5","2018","0.00199","0.27666","0.40621","0.0326","0.0064","0.00224","0.00351","0.00104","0.07501","0.00481","0.00502","0.0679","0.11661","1"
" EM_2018","2018","0","15","EM","55","2018","0.00274","0.38064","0.55888","0.04485","0.00029","0.0001","0.00016","0.00005","0.00342","0.00022","0.00023","0.0031","0.00532","1"
" EM_2019","2019","0","15","EM","4","2019","0.00188","0.28091","0.38696","0.03124","0.00796","0.00287","0.00439","0.00125","0.08298","0.0053","0.00583","0.07025","0.11818","1"
" EM_2019","2019","0","15","EM","5","2019","0.00199","0.29678","0.40882","0.033","0.00691","0.00249","0.00381","0.00108","0.07199","0.0046","0.00506","0.06095","0.10252","1"
" EM_2019","2019","0","15","EM","55","2019","0.00265","0.39614","0.54567","0.04405","0.00031","0.00011","0.00017","0.00005","0.00319","0.0002","0.00022","0.0027","0.00454","1"
" EM_2020","2020","0","15","EM","4","2020","0.00186","0.29445","0.37815","0.03071","0.00766","0.00285","0.00427","0.00123","0.08035","0.00512","0.00565","0.0715","0.1162","1"
" EM_2020","2020","0","15","EM","5","2020","0.00196","0.31085","0.3992","0.03242","0.00664","0.00247","0.0037","0.00106","0.06965","0.00444","0.0049","0.06198","0.10073","1"
" EM_2020","2020","0","15","EM","55","2020","0.0026","0.41286","0.53021","0.04306","0.00029","0.00011","0.00016","0.00005","0.00307","0.0002","0.00022","0.00273","0.00444","1"
" EM_2021","2021","0","15","EM","4","2021","0.00184","0.30154","0.36814","0.03004","0.00774","0.0029","0.00431","0.00125","0.08119","0.00517","0.0057","0.07214","0.11804","1"
" EM_2021","2021","0","15","EM","5","2021","0.00195","0.31853","0.3889","0.03174","0.00672","0.00252","0.00373","0.00108","0.07043","0.00448","0.00495","0.06258","0.10239","1"
" EM_2021","2021","0","15","EM","55","2021","0.00259","0.42488","0.51873","0.04233","0.0003","0.00011","0.00017","0.00005","0.00312","0.0002","0.00022","0.00277","0.00453","1"
" EM_2022","2022","0","15","EM","4","2022","0.00184","0.30154","0.36814","0.03004","0.00774","0.0029","0.00431","0.00125","0.08119","0.00517","0.0057","0.07214","0.11804","1"
" EM_2022","2022","0","15","EM","5","2022","0.00195","0.31853","0.3889","0.03174","0.00672","0.00252","0.00373","0.00108","0.07043","0.00448","0.00495","0.06258","0.10239","1"
" EM_2022","2022","0","15","EM","55","2022","0.00259","0.42488","0.51873","0.04233","0.0003","0.00011","0.00017","0.00005","0.00312","0.0002","0.00022","0.00277","0.00453","1"
" EM_2023","2023","0","15","EM","4","2023","0.00186","0.2961","0.37731","0.03064","0.00764","0.00284","0.00425","0.00122","0.07982","0.00509","0.0056","0.0716","0.11603","1"
" EM_2023","2023","0","15","EM","5","2023","0.00196","0.31255","0.39826","0.03234","0.00662","0.00246","0.00368","0.00106","0.06918","0.00441","0.00485","0.06206","0.10057","1"
" EM_2023","2023","0","15","EM","55","2023","0.0026","0.41476","0.5285","0.04292","0.00029","0.00011","0.00016","0.00005","0.00305","0.00019","0.00021","0.00273","0.00443","1"
" EM_2024","2024","0","15","EM","4","2024","0.00186","0.28892","0.3847","0.03108","0.00763","0.00281","0.00425","0.00121","0.07965","0.00509","0.00559","0.07195","0.11526","1"
" EM_2024","2024","0","15","EM","5","2024","0.00197","0.30493","0.40601","0.0328","0.00661","0.00244","0.00368","0.00105","0.06903","0.00441","0.00484","0.06235","0.09988","1"
" EM_2024","2024","0","15","EM","55","2024","0.00261","0.40435","0.53837","0.04349","0.00029","0.00011","0.00016","0.00005","0.00304","0.00019","0.00021","0.00274","0.00439","1"
" EM_2025","2025","0","15","EM","4","2025","0.00187","0.28053","0.39115","0.03144","0.00768","0.00281","0.00429","0.00121","0.08024","0.00514","0.00562","0.07296","0.11506","1"
" EM_2025","2025","0","15","EM","5","2025","0.00197","0.29617","0.41294","0.03319","0.00666","0.00244","0.00371","0.00105","0.06955","0.00446","0.00487","0.06325","0.09974","1"
" EM_2025","2025","0","15","EM","55","2025","0.00262","0.39344","0.54857","0.04409","0.00029","0.00011","0.00016","0.00005","0.00307","0.0002","0.00021","0.00279","0.0044","1"
" EM_2026","2026","0","15","EM","4","2026","0.00187","0.27224","0.39731","0.03179","0.00774","0.00281","0.00432","0.00122","0.08093","0.00519","0.00568","0.07371","0.11519","1"
" EM_2026","2026","0","15","EM","5","2026","0.00197","0.2875","0.41958","0.03357","0.00671","0.00244","0.00375","0.00106","0.07018","0.0045","0.00493","0.06392","0.09989","1"
" EM_2026","2026","0","15","EM","55","2026","0.00262","0.38275","0.55856","0.04469","0.0003","0.00011","0.00017","0.00005","0.0031","0.0002","0.00022","0.00282","0.00441","1"
" EM_2027","2027","0","15","EM","4","2027","0.00187","0.2645","0.40376","0.03215","0.00778","0.0028","0.00434","0.00123","0.08143","0.00522","0.00573","0.07419","0.115","1"
" EM_2027","2027","0","15","EM","5","2027","0.00197","0.27939","0.42647","0.03396","0.00674","0.00243","0.00377","0.00106","0.07062","0.00453","0.00497","0.06434","0.09975","1"
" EM_2027","2027","0","15","EM","55","2027","0.00263","0.37232","0.56836","0.04526","0.0003","0.00011","0.00017","0.00005","0.00312","0.0002","0.00022","0.00285","0.00441","1"
" EM_2028","2028","0","15","EM","4","2028","0.00187","0.25706","0.41001","0.03251","0.00782","0.00279","0.00436","0.00124","0.08196","0.00525","0.0058","0.0745","0.11483","1"
" EM_2028","2028","0","15","EM","5","2028","0.00198","0.27154","0.43314","0.03435","0.00678","0.00242","0.00378","0.00107","0.0711","0.00456","0.00504","0.06463","0.09961","1"
" EM_2028","2028","0","15","EM","55","2028","0.00264","0.36225","0.57782","0.04582","0.0003","0.00011","0.00017","0.00005","0.00315","0.0002","0.00022","0.00286","0.00441","1"
" EM_2029","2029","0","15","EM","4","2029","0.00187","0.24992","0.41615","0.03287","0.00785","0.00278","0.00438","0.00125","0.08262","0.00529","0.00586","0.07461","0.11455","1"
" EM_2029","2029","0","15","EM","5","2029","0.00198","0.26405","0.43968","0.03473","0.00681","0.00241","0.0038","0.00108","0.07168","0.00459","0.00508","0.06473","0.09938","1"
" EM_2029","2029","0","15","EM","55","2029","0.00264","0.35251","0.58698","0.04636","0.0003","0.00011","0.00017","0.00005","0.00318","0.0002","0.00023","0.00287","0.0044","1"
" EM_2030","2030","0","15","EM","4","2030","0.00188","0.24313","0.42186","0.0332","0.00789","0.00278","0.00439","0.00127","0.08349","0.00534","0.00594","0.07459","0.11424","1"
" EM_2030","2030","0","15","EM","5","2030","0.00198","0.25694","0.44577","0.03508","0.00685","0.00241","0.00381","0.0011","0.07244","0.00463","0.00515","0.06472","0.09912","1"
" EM_2030","2030","0","15","EM","55","2030","0.00265","0.3433","0.59564","0.04687","0.0003","0.00011","0.00017","0.00005","0.00321","0.00021","0.00023","0.00287","0.00439","1"
" EM_2031","2031","0","15","EM","4","2031","0.00188","0.23658","0.427","0.03349","0.00794","0.00277","0.00442","0.00129","0.0846","0.0054","0.00604","0.07461","0.11398","1"
" EM_2031","2031","0","15","EM","5","2031","0.00198","0.25003","0.4513","0.0354","0.00689","0.00241","0.00384","0.00112","0.07342","0.00469","0.00525","0.06475","0.09892","1"
" EM_2031","2031","0","15","EM","55","2031","0.00265","0.33455","0.60384","0.04736","0.00031","0.00011","0.00017","0.00005","0.00326","0.00021","0.00023","0.00287","0.00439","1"
" EM_2032","2032","0","15","EM","4","2032","0.00188","0.23023","0.43133","0.03372","0.00801","0.00278","0.00446","0.00131","0.08594","0.00548","0.00619","0.07475","0.11392","1"
" EM_2032","2032","0","15","EM","5","2032","0.00198","0.24342","0.45604","0.03565","0.00695","0.00242","0.00387","0.00114","0.07461","0.00475","0.00537","0.0649","0.0989","1"
" EM_2032","2032","0","15","EM","55","2032","0.00266","0.32637","0.61147","0.0478","0.00031","0.00011","0.00017","0.00005","0.00332","0.00021","0.00024","0.00289","0.0044","1"
" EM_2033","2033","0","15","EM","4","2033","0.00188","0.22455","0.43571","0.03397","0.00805","0.00278","0.00448","0.00134","0.08707","0.00554","0.00632","0.07476","0.11355","1"
" EM_2033","2033","0","15","EM","5","2033","0.00198","0.23747","0.46076","0.03592","0.00699","0.00242","0.00389","0.00116","0.0756","0.00481","0.00549","0.06491","0.0986","1"
" EM_2033","2033","0","15","EM","55","2033","0.00266","0.31882","0.61856","0.04822","0.00031","0.00011","0.00017","0.00005","0.00337","0.00021","0.00024","0.00289","0.00439","1"
" EM_2034","2034","0","15","EM","4","2034","0.00188","0.21942","0.43994","0.03421","0.00808","0.00279","0.0045","0.00136","0.08809","0.0056","0.00644","0.07466","0.11303","1"
" EM_2034","2034","0","15","EM","5","2034","0.00199","0.23206","0.46529","0.03618","0.00702","0.00242","0.00391","0.00118","0.0765","0.00486","0.00559","0.06484","0.09816","1"
" EM_2034","2034","0","15","EM","55","2034","0.00267","0.31179","0.62514","0.04861","0.00031","0.00011","0.00017","0.00005","0.00341","0.00022","0.00025","0.00289","0.00438","1"
" EM_2035","2035","0","15","EM","4","2035","0.00188","0.21469","0.44358","0.03442","0.00812","0.00279","0.00453","0.00139","0.08918","0.00566","0.00654","0.07456","0.11266","1"
" EM_2035","2035","0","15","EM","5","2035","0.00199","0.22711","0.46921","0.03641","0.00705","0.00242","0.00393","0.00121","0.07746","0.00491","0.00568","0.06477","0.09785","1"
" EM_2035","2035","0","15","EM","55","2035","0.00267","0.30545","0.63107","0.04897","0.00031","0.00011","0.00018","0.00005","0.00346","0.00022","0.00025","0.00289","0.00437","1"
" EM_2036","2036","0","15","EM","4","2036","0.00188","0.21055","0.44676","0.03462","0.00816","0.00279","0.00454","0.00141","0.09025","0.00571","0.00663","0.07433","0.11237","1"
" EM_2036","2036","0","15","EM","5","2036","0.00199","0.22274","0.47264","0.03663","0.00709","0.00242","0.00395","0.00123","0.0784","0.00496","0.00576","0.06457","0.09762","1"
" EM_2036","2036","0","15","EM","55","2036","0.00268","0.29986","0.63627","0.04931","0.00032","0.00011","0.00018","0.00005","0.0035","0.00022","0.00026","0.00288","0.00436","1"
" EM_2037","2037","0","15","EM","4","2037","0.00188","0.20686","0.44943","0.03479","0.00819","0.00279","0.00457","0.00145","0.09131","0.00577","0.00673","0.07392","0.11231","1"
" EM_2037","2037","0","15","EM","5","2037","0.00199","0.21887","0.47555","0.03681","0.00712","0.00242","0.00397","0.00126","0.07934","0.00502","0.00584","0.06423","0.09758","1"
" EM_2037","2037","0","15","EM","55","2037","0.00268","0.29495","0.64083","0.04961","0.00032","0.00011","0.00018","0.00006","0.00355","0.00022","0.00026","0.00287","0.00436","1"
" EM_2038","2038","0","15","EM","4","2038","0.00188","0.20368","0.45181","0.03496","0.00822","0.00279","0.0046","0.00146","0.0923","0.00583","0.00681","0.0736","0.11206","1"
" EM_2038","2038","0","15","EM","5","2038","0.00199","0.21555","0.47813","0.03699","0.00714","0.00242","0.00399","0.00127","0.0802","0.00507","0.00592","0.06396","0.09737","1"
" EM_2038","2038","0","15","EM","55","2038","0.00268","0.29067","0.64479","0.04989","0.00032","0.00011","0.00018","0.00006","0.00359","0.00023","0.00026","0.00286","0.00436","1"
" EM_2039","2039","0","15","EM","4","2039","0.00188","0.20103","0.45377","0.0351","0.00824","0.00279","0.00462","0.00148","0.09328","0.0059","0.00693","0.07325","0.11173","1"
" EM_2039","2039","0","15","EM","5","2039","0.00199","0.21276","0.48025","0.03715","0.00716","0.00243","0.00401","0.00129","0.08106","0.00512","0.00602","0.06366","0.0971","1"
" EM_2039","2039","0","15","EM","55","2039","0.00268","0.28712","0.64807","0.05013","0.00032","0.00011","0.00018","0.00006","0.00363","0.00023","0.00027","0.00285","0.00435","1"
" EM_2040","2040","0","15","EM","4","2040","0.00188","0.19864","0.45551","0.03523","0.00827","0.0028","0.00464","0.0015","0.09426","0.00596","0.00705","0.07295","0.11131","1"
" EM_2040","2040","0","15","EM","5","2040","0.00199","0.21026","0.48213","0.03729","0.00719","0.00243","0.00403","0.0013","0.08193","0.00518","0.00613","0.0634","0.09674","1"
" EM_2040","2040","0","15","EM","55","2040","0.00269","0.28393","0.65102","0.05035","0.00032","0.00011","0.00018","0.00006","0.00367","0.00023","0.00027","0.00284","0.00433","1"
" EM_2041","2041","0","15","EM","4","2041","0.00188","0.19643","0.45704","0.03534","0.00829","0.0028","0.00465","0.00151","0.09531","0.00603","0.00715","0.07273","0.11084","1"
" EM_2041","2041","0","15","EM","5","2041","0.00199","0.20794","0.48381","0.03741","0.00721","0.00243","0.00405","0.00131","0.08284","0.00524","0.00621","0.06322","0.09634","1"
" EM_2041","2041","0","15","EM","55","2041","0.00269","0.28099","0.65373","0.05055","0.00032","0.00011","0.00018","0.00006","0.00371","0.00023","0.00028","0.00283","0.00432","1"
