"Index","Year","GeoID_WFRC","County_FIPS","GeoID_text","roadType","dummy","veh_11","veh_21","veh_31","veh_32","veh_41","veh_42","veh_43","veh_51","veh_52","veh_53","veh_54","veh_61","veh_62","Total"
" MO_2037","2037","0","29","MO","4","2037","0.00204","0.24434","0.51346","0.04063","0.00478","0.00162","0.00253","0.00081","0.05066","0.00314","0.00382","0.04289","0.08928","1"
" MO_2037","2037","0","29","MO","5","2037","0.00252","0.30165","0.63388","0.05016","0.00028","0.0001","0.00015","0.00005","0.00299","0.00019","0.00023","0.00253","0.00527","1"
" MO_2037","2037","0","29","MO","55","2037","0.00252","0.30163","0.63388","0.05016","0.00028","0.0001","0.00015","0.00005","0.00299","0.00019","0.00023","0.00254","0.00528","1"
" MO_2038","2038","0","29","MO","4","2038","0.00204","0.24072","0.51647","0.04085","0.0048","0.00162","0.00255","0.00082","0.05124","0.00317","0.00387","0.04272","0.08913","1"
" MO_2038","2038","0","29","MO","5","2038","0.00252","0.29732","0.63789","0.05045","0.00028","0.0001","0.00015","0.00005","0.00303","0.00019","0.00023","0.00252","0.00527","1"
" MO_2038","2038","0","29","MO","55","2038","0.00252","0.29732","0.63788","0.05045","0.00028","0.0001","0.00015","0.00005","0.00303","0.00019","0.00023","0.00253","0.00527","1"
" MO_2039","2039","0","29","MO","4","2039","0.00204","0.23773","0.51897","0.04104","0.00482","0.00162","0.00256","0.00083","0.0518","0.0032","0.00394","0.04254","0.08891","1"
" MO_2039","2039","0","29","MO","5","2039","0.00252","0.29373","0.64122","0.0507","0.00028","0.0001","0.00015","0.00005","0.00306","0.00019","0.00023","0.00251","0.00526","1"
" MO_2039","2039","0","29","MO","55","2039","0.00252","0.29372","0.64121","0.0507","0.00028","0.0001","0.00015","0.00005","0.00307","0.00019","0.00023","0.00252","0.00526","1"
" MO_2040","2040","0","29","MO","4","2040","0.00204","0.23503","0.52122","0.0412","0.00483","0.00162","0.00257","0.00084","0.05238","0.00324","0.00401","0.04239","0.08863","1"
" MO_2040","2040","0","29","MO","5","2040","0.00253","0.29046","0.64421","0.05093","0.00029","0.0001","0.00015","0.00005","0.0031","0.00019","0.00024","0.00251","0.00524","1"
" MO_2040","2040","0","29","MO","55","2040","0.00253","0.29046","0.6442","0.05093","0.00029","0.0001","0.00015","0.00005","0.0031","0.00019","0.00024","0.00251","0.00525","1"
" MO_2041","2041","0","29","MO","4","2041","0.00204","0.23252","0.52325","0.04136","0.00485","0.00163","0.00259","0.00085","0.05299","0.00328","0.00406","0.04228","0.0883","1"
" MO_2041","2041","0","29","MO","5","2041","0.00253","0.28752","0.64695","0.05113","0.00029","0.0001","0.00015","0.00005","0.00313","0.00019","0.00024","0.0025","0.00522","1"
" MO_2041","2041","0","29","MO","55","2041","0.00253","0.2875","0.64695","0.05113","0.00029","0.0001","0.00015","0.00005","0.00314","0.00019","0.00024","0.0025","0.00523","1"
" MO_2042","2042","0","29","MO","4","2042","0.00205","0.23034","0.52506","0.04151","0.00487","0.00163","0.0026","0.00085","0.05356","0.00332","0.00411","0.04218","0.08792","1"
" MO_2042","2042","0","29","MO","5","2042","0.00253","0.28489","0.64935","0.05133","0.00029","0.0001","0.00015","0.00005","0.00317","0.0002","0.00024","0.0025","0.0052","1"
" MO_2042","2042","0","29","MO","55","2042","0.00253","0.28489","0.64934","0.05133","0.00029","0.0001","0.00015","0.00005","0.00317","0.0002","0.00024","0.0025","0.00521","1"
" MO_2043","2043","0","29","MO","4","2043","0.00205","0.2283","0.52685","0.04165","0.00488","0.00163","0.0026","0.00086","0.05411","0.00335","0.00416","0.04208","0.08748","1"
" MO_2043","2043","0","29","MO","5","2043","0.00253","0.28237","0.65167","0.05152","0.00029","0.0001","0.00015","0.00005","0.0032","0.0002","0.00025","0.00249","0.00518","1"
" MO_2043","2043","0","29","MO","55","2043","0.00253","0.28238","0.65166","0.05152","0.00029","0.0001","0.00015","0.00005","0.0032","0.0002","0.00025","0.00249","0.00518","1"
" MO_2044","2044","0","29","MO","4","2044","0.00205","0.22633","0.52868","0.0418","0.0049","0.00164","0.00261","0.00087","0.05462","0.00339","0.00422","0.04194","0.08695","1"
" MO_2044","2044","0","29","MO","5","2044","0.00253","0.27994","0.65392","0.05171","0.00029","0.0001","0.00015","0.00005","0.00323","0.0002","0.00025","0.00248","0.00515","1"
" MO_2044","2044","0","29","MO","55","2044","0.00253","0.27994","0.65391","0.05171","0.00029","0.0001","0.00015","0.00005","0.00324","0.0002","0.00025","0.00248","0.00515","1"
" MO_2045","2045","0","29","MO","4","2045","0.00205","0.22444","0.5306","0.04197","0.00491","0.00164","0.00261","0.00088","0.05514","0.00342","0.00426","0.04174","0.08634","1"
" MO_2045","2045","0","29","MO","5","2045","0.00253","0.27758","0.65612","0.05189","0.00029","0.0001","0.00015","0.00005","0.00326","0.0002","0.00025","0.00247","0.00511","1"
" MO_2045","2045","0","29","MO","55","2045","0.00253","0.27757","0.65612","0.05189","0.00029","0.0001","0.00015","0.00005","0.00327","0.0002","0.00025","0.00247","0.00511","1"
" MO_2046","2046","0","29","MO","4","2046","0.00205","0.22288","0.53229","0.04212","0.00492","0.00163","0.00261","0.00089","0.05568","0.00345","0.0043","0.04154","0.08564","1"
" MO_2046","2046","0","29","MO","5","2046","0.00254","0.27553","0.65801","0.05207","0.00029","0.0001","0.00015","0.00005","0.00329","0.0002","0.00025","0.00246","0.00506","1"
" MO_2046","2046","0","29","MO","55","2046","0.00254","0.27551","0.65801","0.05207","0.00029","0.0001","0.00015","0.00005","0.0033","0.0002","0.00025","0.00246","0.00507","1"
" MO_2047","2047","0","29","MO","4","2047","0.00205","0.22128","0.53404","0.0423","0.00492","0.00163","0.00261","0.00089","0.05622","0.00349","0.00434","0.04129","0.08494","1"
" MO_2047","2047","0","29","MO","5","2047","0.00254","0.27342","0.65993","0.05227","0.00029","0.0001","0.00015","0.00005","0.00332","0.00021","0.00026","0.00244","0.00502","1"
" MO_2047","2047","0","29","MO","55","2047","0.00254","0.2734","0.65993","0.05227","0.00029","0.0001","0.00015","0.00005","0.00333","0.00021","0.00026","0.00244","0.00503","1"
" MO_2048","2048","0","29","MO","4","2048","0.00206","0.21979","0.53585","0.04249","0.00492","0.00163","0.00261","0.0009","0.05668","0.00352","0.00439","0.04091","0.08425","1"
" MO_2048","2048","0","29","MO","5","2048","0.00254","0.27142","0.66176","0.05247","0.00029","0.0001","0.00015","0.00005","0.00335","0.00021","0.00026","0.00242","0.00498","1"
" MO_2048","2048","0","29","MO","55","2048","0.00254","0.27143","0.66175","0.05247","0.00029","0.0001","0.00015","0.00005","0.00335","0.00021","0.00026","0.00242","0.00498","1"
" MO_2049","2049","0","29","MO","4","2049","0.00206","0.21827","0.53747","0.04277","0.00492","0.00163","0.00262","0.00091","0.05717","0.00355","0.00443","0.04034","0.08386","1"
" MO_2049","2049","0","29","MO","5","2049","0.00254","0.26946","0.66344","0.05279","0.00029","0.0001","0.00015","0.00005","0.00338","0.00021","0.00026","0.00238","0.00495","1"
" MO_2049","2049","0","29","MO","55","2049","0.00254","0.26945","0.66344","0.05279","0.00029","0.0001","0.00015","0.00005","0.00338","0.00021","0.00026","0.00238","0.00496","1"
" MO_2050","2050","0","29","MO","4","2050","0.00206","0.21674","0.53899","0.04287","0.00493","0.00163","0.00262","0.00092","0.05777","0.00358","0.00447","0.0399","0.08352","1"
" MO_2050","2050","0","29","MO","5","2050","0.00254","0.26751","0.66527","0.05292","0.00029","0.0001","0.00015","0.00005","0.00341","0.00021","0.00026","0.00236","0.00493","1"
" MO_2050","2050","0","29","MO","55","2050","0.00254","0.26752","0.66526","0.05291","0.00029","0.0001","0.00015","0.00005","0.00341","0.00021","0.00026","0.00236","0.00494","1"
" MO_2051","2051","0","29","MO","4","2051","0.00206","0.21512","0.54053","0.04298","0.00494","0.00163","0.00263","0.00093","0.05838","0.00362","0.00451","0.03943","0.08324","1"
" MO_2051","2051","0","29","MO","5","2051","0.00254","0.26552","0.66713","0.05304","0.00029","0.0001","0.00016","0.00005","0.00345","0.00021","0.00027","0.00233","0.00491","1"
" MO_2051","2051","0","29","MO","55","2051","0.00254","0.26552","0.66712","0.05304","0.00029","0.0001","0.00016","0.00005","0.00345","0.00021","0.00027","0.00233","0.00492","1"
" MO_2052","2052","0","29","MO","4","2052","0.00206","0.21365","0.54202","0.04308","0.00495","0.00163","0.00263","0.00094","0.05899","0.00366","0.00456","0.03918","0.08265","1"
" MO_2052","2052","0","29","MO","5","2052","0.00255","0.26363","0.66889","0.05316","0.00029","0.0001","0.00016","0.00006","0.00348","0.00022","0.00027","0.00231","0.00488","1"
" MO_2052","2052","0","29","MO","55","2052","0.00255","0.26362","0.66888","0.05316","0.00029","0.0001","0.00016","0.00006","0.00349","0.00022","0.00027","0.00232","0.00488","1"
" MO_2053","2053","0","29","MO","4","2053","0.00206","0.21211","0.54353","0.04319","0.00496","0.00164","0.00264","0.00095","0.0596","0.0037","0.00461","0.03894","0.08207","1"
" MO_2053","2053","0","29","MO","5","2053","0.00255","0.26172","0.67068","0.05329","0.00029","0.0001","0.00016","0.00006","0.00352","0.00022","0.00027","0.0023","0.00484","1"
" MO_2053","2053","0","29","MO","55","2053","0.00255","0.26172","0.67067","0.05329","0.00029","0.0001","0.00016","0.00006","0.00352","0.00022","0.00027","0.0023","0.00485","1"
" MO_2054","2054","0","29","MO","4","2054","0.00207","0.21055","0.54506","0.0433","0.00497","0.00164","0.00264","0.00096","0.06022","0.00374","0.00466","0.03869","0.0815","1"
" MO_2054","2054","0","29","MO","5","2054","0.00255","0.25978","0.6725","0.05342","0.00029","0.0001","0.00016","0.00006","0.00355","0.00022","0.00028","0.00228","0.00481","1"
" MO_2054","2054","0","29","MO","55","2054","0.00255","0.25977","0.67249","0.05342","0.00029","0.0001","0.00016","0.00006","0.00356","0.00022","0.00028","0.00229","0.00481","1"
" MO_2055","2055","0","29","MO","4","2055","0.00207","0.20898","0.5466","0.04341","0.00498","0.00164","0.00265","0.00097","0.06085","0.00377","0.00471","0.03844","0.08093","1"
" MO_2055","2055","0","29","MO","5","2055","0.00255","0.25781","0.67434","0.05355","0.00029","0.0001","0.00016","0.00006","0.00359","0.00022","0.00028","0.00227","0.00478","1"
" MO_2055","2055","0","29","MO","55","2055","0.00255","0.25782","0.67433","0.05355","0.00029","0.0001","0.00016","0.00006","0.00359","0.00022","0.00028","0.00227","0.00478","1"
" MO_2056","2056","0","29","MO","4","2056","0.00207","0.2074","0.54813","0.04352","0.00499","0.00164","0.00265","0.00098","0.06148","0.00381","0.00476","0.0382","0.08037","1"
" MO_2056","2056","0","29","MO","5","2056","0.00255","0.25584","0.67618","0.05369","0.00029","0.0001","0.00016","0.00006","0.00363","0.00023","0.00028","0.00225","0.00474","1"
" MO_2056","2056","0","29","MO","55","2056","0.00255","0.25583","0.67617","0.05369","0.00029","0.0001","0.00016","0.00006","0.00363","0.00023","0.00028","0.00226","0.00475","1"
" MO_2057","2057","0","29","MO","4","2057","0.00207","0.20579","0.54965","0.04363","0.005","0.00165","0.00266","0.00099","0.06212","0.00385","0.00482","0.03795","0.07982","1"
" MO_2057","2057","0","29","MO","5","2057","0.00255","0.25386","0.67802","0.05382","0.0003","0.0001","0.00016","0.00006","0.00367","0.00023","0.00028","0.00224","0.00471","1"
" MO_2057","2057","0","29","MO","55","2057","0.00255","0.25387","0.67801","0.05382","0.0003","0.0001","0.00016","0.00006","0.00367","0.00023","0.00028","0.00224","0.00471","1"
" MO_2058","2058","0","29","MO","4","2058","0.00207","0.20422","0.55115","0.04375","0.00501","0.00165","0.00266","0.001","0.06277","0.00389","0.00487","0.0377","0.07926","1"
" MO_2058","2058","0","29","MO","5","2058","0.00255","0.25191","0.67984","0.05396","0.0003","0.0001","0.00016","0.00006","0.0037","0.00023","0.00029","0.00222","0.00468","1"
" MO_2058","2058","0","29","MO","55","2058","0.00255","0.2519","0.67983","0.05396","0.0003","0.0001","0.00016","0.00006","0.00371","0.00023","0.00029","0.00223","0.00468","1"
" MO_2059","2059","0","29","MO","4","2059","0.00207","0.20265","0.55264","0.04386","0.00502","0.00165","0.00267","0.00101","0.06342","0.00393","0.00492","0.03745","0.07871","1"
" MO_2059","2059","0","29","MO","5","2059","0.00255","0.24996","0.68166","0.0541","0.0003","0.0001","0.00016","0.00006","0.00374","0.00023","0.00029","0.00221","0.00464","1"
" MO_2059","2059","0","29","MO","55","2059","0.00255","0.24995","0.68165","0.0541","0.0003","0.0001","0.00016","0.00006","0.00375","0.00023","0.00029","0.00221","0.00465","1"
" MO_2060","2060","0","29","MO","4","2060","0.00207","0.20108","0.55412","0.04397","0.00503","0.00165","0.00267","0.00102","0.06407","0.00397","0.00497","0.03721","0.07817","1"
" MO_2060","2060","0","29","MO","5","2060","0.00256","0.24801","0.68347","0.05423","0.0003","0.0001","0.00016","0.00006","0.00378","0.00023","0.00029","0.0022","0.00461","1"
" MO_2060","2060","0","29","MO","55","2060","0.00256","0.24801","0.68346","0.05423","0.0003","0.0001","0.00016","0.00006","0.00378","0.00023","0.00029","0.0022","0.00462","1"
" PI_1990","1990","0","31","PI","4","1990","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
" PI_1990","1990","0","31","PI","5","1990","0.00198","0.56099","0.18735","0.0147","0.00576","0.00152","0.00454","0.00226","0.07534","0.00627","0.0074","0.06038","0.07151","1"
" PI_1990","1990","0","31","PI","55","1990","0.00255","0.72414","0.24184","0.01898","0.00031","0.00008","0.00024","0.00012","0.00401","0.00033","0.00039","0.00321","0.0038","1"
" PI_1999","1999","0","31","PI","4","1999","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
" PI_1999","1999","0","31","PI","5","1999","0.00184","0.43163","0.30745","0.02409","0.00597","0.00169","0.0041","0.00225","0.07623","0.00511","0.0061","0.05513","0.07841","1"
" PI_1999","1999","0","31","PI","55","1999","0.00237","0.55719","0.39686","0.03109","0.00032","0.00009","0.00022","0.00012","0.00405","0.00027","0.00032","0.00293","0.00417","1"
" PI_2000","2000","0","31","PI","4","2000","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
" PI_2000","2000","0","31","PI","5","2000","0.0016","0.42257","0.31614","0.02471","0.00596","0.00169","0.00406","0.00215","0.07642","0.00514","0.00586","0.05514","0.07856","1"
" PI_2000","2000","0","31","PI","55","2000","0.00207","0.54546","0.40808","0.03189","0.00032","0.00009","0.00022","0.00011","0.00407","0.00027","0.00031","0.00293","0.00418","1"
" PI_2001","2001","0","31","PI","4","2001","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
" PI_2001","2001","0","31","PI","5","2001","0.00143","0.41578","0.32266","0.02515","0.00506","0.00145","0.00343","0.00205","0.0764","0.00514","0.00574","0.056","0.07971","1"
" PI_2001","2001","0","31","PI","55","2001","0.00185","0.5367","0.41649","0.03246","0.00027","0.00008","0.00018","0.00011","0.00406","0.00027","0.00031","0.00298","0.00424","1"
" PI_2002","2002","0","31","PI","4","2002","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
" PI_2002","2002","0","31","PI","5","2002","0.00141","0.40919","0.3289","0.02551","0.00513","0.0015","0.00345","0.00204","0.0784","0.00528","0.00578","0.05508","0.07833","1"
" PI_2002","2002","0","31","PI","55","2002","0.00182","0.52821","0.42455","0.03292","0.00027","0.00008","0.00018","0.00011","0.00417","0.00028","0.00031","0.00293","0.00417","1"
" PI_2003","2003","0","31","PI","4","2003","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
" PI_2003","2003","0","31","PI","5","2003","0.00142","0.40257","0.33513","0.02591","0.00485","0.00146","0.00344","0.00201","0.07945","0.00535","0.00579","0.05476","0.07786","1"
" PI_2003","2003","0","31","PI","55","2003","0.00183","0.51964","0.43259","0.03344","0.00026","0.00008","0.00018","0.00011","0.00423","0.00028","0.00031","0.00291","0.00414","1"
" PI_2004","2004","0","31","PI","4","2004","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
" PI_2004","2004","0","31","PI","5","2004","0.00181","0.39133","0.34524","0.02663","0.00507","0.00144","0.0034","0.00193","0.07906","0.00532","0.0057","0.05492","0.07815","1"
" PI_2004","2004","0","31","PI","55","2004","0.00233","0.50516","0.44564","0.03437","0.00027","0.00008","0.00018","0.0001","0.00421","0.00028","0.0003","0.00292","0.00416","1"
" PI_2005","2005","0","31","PI","4","2005","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
" PI_2005","2005","0","31","PI","5","2005","0.00164","0.38354","0.35265","0.02719","0.00497","0.00139","0.00327","0.00183","0.07811","0.00525","0.00553","0.05541","0.07922","1"
" PI_2005","2005","0","31","PI","55","2005","0.00212","0.49509","0.4552","0.0351","0.00026","0.00007","0.00017","0.0001","0.00416","0.00028","0.00029","0.00295","0.00421","1"
" PI_2006","2006","0","31","PI","4","2006","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
" PI_2006","2006","0","31","PI","5","2006","0.00227","0.37443","0.36044","0.02788","0.00508","0.00139","0.00325","0.00187","0.08319","0.00559","0.00577","0.05272","0.07612","1"
" PI_2006","2006","0","31","PI","55","2006","0.00293","0.48332","0.46526","0.03599","0.00027","0.00007","0.00017","0.0001","0.00443","0.0003","0.00031","0.0028","0.00405","1"
" PI_2007","2007","0","31","PI","4","2007","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
" PI_2007","2007","0","31","PI","5","2007","0.00252","0.37065","0.36368","0.02817","0.00497","0.00162","0.00334","0.00175","0.08016","0.00538","0.00552","0.05361","0.07863","1"
" PI_2007","2007","0","31","PI","55","2007","0.00326","0.47845","0.46944","0.03636","0.00026","0.00009","0.00018","0.00009","0.00426","0.00029","0.00029","0.00285","0.00418","1"
" PI_2008","2008","0","31","PI","4","2008","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
" PI_2008","2008","0","31","PI","5","2008","0.00251","0.37231","0.36205","0.02815","0.00494","0.00164","0.00334","0.00173","0.08307","0.00557","0.00564","0.05202","0.07703","1"
" PI_2008","2008","0","31","PI","55","2008","0.00324","0.48057","0.46734","0.03634","0.00026","0.00009","0.00018","0.00009","0.00442","0.0003","0.0003","0.00277","0.0041","1"
" PI_2009","2009","0","31","PI","4","2009","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
" PI_2009","2009","0","31","PI","5","2009","0.00251","0.37002","0.36414","0.02835","0.00536","0.0017","0.00326","0.00171","0.08469","0.00565","0.0058","0.05074","0.07607","1"
" PI_2009","2009","0","31","PI","55","2009","0.00324","0.47762","0.47003","0.0366","0.00029","0.00009","0.00017","0.00009","0.00451","0.0003","0.00031","0.0027","0.00405","1"
" PI_2010","2010","0","31","PI","4","2010","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
" PI_2010","2010","0","31","PI","5","2010","0.00222","0.3657","0.36839","0.02871","0.00506","0.0017","0.00323","0.00154","0.07886","0.00524","0.00544","0.05335","0.08056","1"
" PI_2010","2010","0","31","PI","55","2010","0.00286","0.47206","0.47552","0.03705","0.00027","0.00009","0.00017","0.00008","0.0042","0.00028","0.00029","0.00284","0.00429","1"
" PI_2011","2011","0","31","PI","4","2011","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
" PI_2011","2011","0","31","PI","5","2011","0.0022","0.34454","0.38797","0.0303","0.00546","0.00179","0.00344","0.00147","0.07904","0.00524","0.00534","0.0534","0.07981","1"
" PI_2011","2011","0","31","PI","55","2011","0.00284","0.44476","0.50079","0.03911","0.00029","0.0001","0.00018","0.00008","0.0042","0.00028","0.00028","0.00284","0.00425","1"
" PI_2012","2012","0","31","PI","4","2012","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
" PI_2012","2012","0","31","PI","5","2012","0.0025","0.30512","0.42415","0.03326","0.0058","0.00194","0.00357","0.0014","0.07968","0.00526","0.00538","0.05375","0.07819","1"
" PI_2012","2012","0","31","PI","55","2012","0.00322","0.39384","0.54751","0.04293","0.00031","0.0001","0.00019","0.00007","0.00424","0.00028","0.00029","0.00286","0.00416","1"
" PI_2013","2013","0","31","PI","4","2013","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
" PI_2013","2013","0","31","PI","5","2013","0.00237","0.30997","0.41962","0.03305","0.00578","0.00197","0.0036","0.00132","0.07872","0.00518","0.00527","0.05546","0.07769","1"
" PI_2013","2013","0","31","PI","55","2013","0.00306","0.40013","0.54165","0.04266","0.00031","0.0001","0.00019","0.00007","0.00419","0.00028","0.00028","0.00295","0.00413","1"
" PI_2014","2014","0","31","PI","4","2014","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
" PI_2014","2014","0","31","PI","5","2014","0.00229","0.30582","0.42343","0.03348","0.00584","0.00211","0.0038","0.00125","0.07932","0.0052","0.00529","0.05646","0.07571","1"
" PI_2014","2014","0","31","PI","55","2014","0.00296","0.39475","0.54657","0.04322","0.00031","0.00011","0.0002","0.00007","0.00422","0.00028","0.00028","0.003","0.00403","1"
" PI_2015","2015","0","31","PI","4","2015","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
" PI_2015","2015","0","31","PI","5","2015","0.00219","0.29975","0.429","0.03409","0.00593","0.00217","0.00374","0.00117","0.07932","0.0052","0.00517","0.05794","0.07433","1"
" PI_2015","2015","0","31","PI","55","2015","0.00283","0.38691","0.55376","0.044","0.00032","0.00012","0.0002","0.00006","0.00422","0.00028","0.00027","0.00308","0.00395","1"
" PI_2016","2016","0","31","PI","4","2016","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
" PI_2016","2016","0","31","PI","5","2016","0.00222","0.29373","0.43438","0.0347","0.00593","0.00212","0.0035","0.0011","0.07975","0.00523","0.0051","0.06005","0.07219","1"
" PI_2016","2016","0","31","PI","55","2016","0.00287","0.37913","0.5607","0.0448","0.00032","0.00011","0.00019","0.00006","0.00424","0.00028","0.00027","0.00319","0.00384","1"
" PI_2017","2017","0","31","PI","4","2017","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
" PI_2017","2017","0","31","PI","5","2017","0.00216","0.28481","0.44244","0.03561","0.0061","0.00214","0.0035","0.00101","0.07895","0.00518","0.00497","0.062","0.07113","1"
" PI_2017","2017","0","31","PI","55","2017","0.00279","0.36764","0.57111","0.04597","0.00032","0.00011","0.00019","0.00005","0.0042","0.00028","0.00026","0.0033","0.00378","1"
" PI_2018","2018","0","31","PI","4","2018","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
" PI_2018","2018","0","31","PI","5","2018","0.00221","0.28856","0.43478","0.03431","0.00623","0.00219","0.00358","0.00105","0.07645","0.005","0.00502","0.06645","0.07417","1"
" PI_2018","2018","0","31","PI","55","2018","0.00288","0.37487","0.56482","0.04457","0.00033","0.00012","0.00019","0.00006","0.00409","0.00027","0.00027","0.00356","0.00397","1"
" PI_2019","2019","0","31","PI","4","2019","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
" PI_2019","2019","0","31","PI","5","2019","0.00219","0.30764","0.43485","0.03452","0.00668","0.00242","0.00386","0.00109","0.07291","0.00474","0.00502","0.05928","0.0648","1"
" PI_2019","2019","0","31","PI","55","2019","0.00278","0.39027","0.55162","0.04378","0.00035","0.00013","0.0002","0.00006","0.00381","0.00025","0.00026","0.0031","0.00339","1"
" PI_2020","2020","0","31","PI","4","2020","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
" PI_2020","2020","0","31","PI","5","2020","0.00216","0.32206","0.42441","0.0339","0.00642","0.0024","0.00374","0.00107","0.07051","0.00458","0.00486","0.06025","0.06364","1"
" PI_2020","2020","0","31","PI","55","2020","0.00273","0.40691","0.53622","0.04283","0.00033","0.00012","0.00019","0.00006","0.00367","0.00024","0.00025","0.00314","0.00331","1"
" PI_2021","2021","0","31","PI","4","2021","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
" PI_2021","2021","0","31","PI","5","2021","0.00215","0.33036","0.41388","0.03321","0.0065","0.00245","0.00379","0.00109","0.07137","0.00463","0.00491","0.0609","0.06476","1"
" PI_2021","2021","0","31","PI","55","2021","0.00272","0.41888","0.52477","0.04211","0.00034","0.00013","0.0002","0.00006","0.00373","0.00024","0.00026","0.00318","0.00338","1"
" PI_2022","2022","0","31","PI","4","2022","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
" PI_2022","2022","0","31","PI","5","2022","0.00215","0.33036","0.41388","0.03321","0.0065","0.00245","0.00379","0.00109","0.07137","0.00463","0.00491","0.0609","0.06476","1"
" PI_2022","2022","0","31","PI","55","2022","0.00272","0.41888","0.52477","0.04211","0.00034","0.00013","0.0002","0.00006","0.00373","0.00024","0.00026","0.00318","0.00338","1"
" PI_2023","2023","0","31","PI","4","2023","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
" PI_2023","2023","0","31","PI","5","2023","0.00216","0.3238","0.42339","0.03381","0.0064","0.00239","0.00373","0.00106","0.07003","0.00455","0.00482","0.06033","0.06353","1"
" PI_2023","2023","0","31","PI","55","2023","0.00273","0.4088","0.53451","0.04268","0.00033","0.00012","0.00019","0.00006","0.00364","0.00024","0.00025","0.00314","0.00331","1"
" PI_2024","2024","0","31","PI","4","2024","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
" PI_2024","2024","0","31","PI","5","2024","0.00217","0.31576","0.43142","0.03427","0.00639","0.00237","0.00373","0.00105","0.06984","0.00455","0.0048","0.06058","0.06307","1"
" PI_2024","2024","0","31","PI","55","2024","0.00274","0.39843","0.54435","0.04324","0.00033","0.00012","0.00019","0.00005","0.00363","0.00024","0.00025","0.00315","0.00328","1"
" PI_2025","2025","0","31","PI","4","2025","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
" PI_2025","2025","0","31","PI","5","2025","0.00217","0.30664","0.43871","0.03468","0.00643","0.00237","0.00376","0.00105","0.07036","0.00459","0.00483","0.06144","0.06297","1"
" PI_2025","2025","0","31","PI","55","2025","0.00274","0.3876","0.5545","0.04383","0.00033","0.00012","0.0002","0.00005","0.00366","0.00024","0.00025","0.0032","0.00328","1"
" PI_2026","2026","0","31","PI","4","2026","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
" PI_2026","2026","0","31","PI","5","2026","0.00217","0.29765","0.44574","0.03507","0.00648","0.00237","0.00379","0.00106","0.07099","0.00464","0.00489","0.06209","0.06306","1"
" PI_2026","2026","0","31","PI","55","2026","0.00275","0.37695","0.56445","0.04441","0.00034","0.00012","0.0002","0.00006","0.0037","0.00024","0.00025","0.00324","0.00329","1"
" PI_2027","2027","0","31","PI","4","2027","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
" PI_2027","2027","0","31","PI","5","2027","0.00217","0.2892","0.45296","0.03547","0.00651","0.00236","0.00381","0.00107","0.07142","0.00466","0.00493","0.06249","0.06295","1"
" PI_2027","2027","0","31","PI","55","2027","0.00275","0.36658","0.5742","0.04497","0.00034","0.00012","0.0002","0.00006","0.00373","0.00024","0.00026","0.00326","0.00329","1"
" PI_2028","2028","0","31","PI","4","2028","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
" PI_2028","2028","0","31","PI","5","2028","0.00218","0.28103","0.45995","0.03587","0.00654","0.00235","0.00383","0.00107","0.07189","0.00469","0.00499","0.06275","0.06286","1"
" PI_2028","2028","0","31","PI","55","2028","0.00276","0.35657","0.5836","0.04551","0.00034","0.00012","0.0002","0.00006","0.00376","0.00025","0.00026","0.00328","0.00329","1"
" PI_2029","2029","0","31","PI","4","2029","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
" PI_2029","2029","0","31","PI","5","2029","0.00218","0.27319","0.46679","0.03626","0.00657","0.00234","0.00384","0.00108","0.07245","0.00473","0.00504","0.06283","0.0627","1"
" PI_2029","2029","0","31","PI","55","2029","0.00277","0.34689","0.59271","0.04604","0.00034","0.00012","0.0002","0.00006","0.00379","0.00025","0.00026","0.00329","0.00328","1"
