"yearID","countyID","sourceTypeID","activitytypeID","activitytype","activity"
"2002","49005","52","1","distance","76425"
"2002","49005","51","1","distance","2010"
"2002","49005","43","1","distance","3510"
"2002","49005","42","1","distance","1745"
"2002","49005","41","1","distance","5900"
"2002","49005","32","1","distance","74215"
"2002","49005","31","1","distance","829791"
"2002","49005","21","1","distance","1268554"
"2002","49005","11","1","distance","3699"
"2001","49005","62","1","distance","61243"
"2001","49005","61","1","distance","45115"
"2001","49005","54","1","distance","5488"
"2001","49005","53","1","distance","5104"
"2001","49005","52","1","distance","73537"
"2001","49005","51","1","distance","2001"
"2001","49005","43","1","distance","3441"
"2001","49005","42","1","distance","1665"
"2001","49005","41","1","distance","5754"
"2001","49005","32","1","distance","71408"
"2001","49005","31","1","distance","794442"
"2001","49005","21","1","distance","1257877"
"2001","49005","11","1","distance","3683"
"2000","49005","62","1","distance","58459"
"2000","49005","61","1","distance","43025"
"2000","49005","54","1","distance","5424"
"2000","49005","53","1","distance","4943"
"2000","49005","52","1","distance","71247"
"2000","49005","51","1","distance","2032"
"2000","49005","43","1","distance","3947"
"2000","49005","42","1","distance","1883"
"2000","49005","41","1","distance","6558"
"2000","49005","32","1","distance","68874"
"2000","49005","31","1","distance","764173"
"2000","49005","21","1","distance","1255069"
"2000","49005","11","1","distance","4032"
"1999","49005","62","1","distance","58310"
"1999","49005","61","1","distance","42988"
"1999","49005","54","1","distance","5642"
"1999","49005","53","1","distance","4909"
"1999","49005","52","1","distance","71017"
"1999","49005","51","1","distance","2118"
"1999","49005","43","1","distance","3986"
"1999","49005","42","1","distance","1879"
"1999","49005","41","1","distance","6564"
"1999","49005","32","1","distance","65433"
"1999","49005","31","1","distance","724105"
"1999","49005","21","1","distance","1249155"
"1999","49005","11","1","distance","4510"
"1990","49005","62","1","distance","36838"
"1990","49005","61","1","distance","32620"
"1990","49005","54","1","distance","4738"
"1990","49005","53","1","distance","4175"
"1990","49005","52","1","distance","48625"
"1990","49005","51","1","distance","1476"
"1990","49005","43","1","distance","3058"
"1990","49005","42","1","distance","1174"
"1990","49005","41","1","distance","4387"
"1990","49005","32","1","distance","31059"
"1990","49005","31","1","distance","343225"
"1990","49005","21","1","distance","1262800"
"1990","49005","11","1","distance","3777"
"2060","49007","62","1","distance","36270"
"2060","49007","61","1","distance","31953"
"2060","49007","54","1","distance","4704"
"2060","49007","53","1","distance","5169"
"2060","49007","52","1","distance","77191"
"2060","49007","51","1","distance","808"
"2060","49007","43","1","distance","2336"
"2060","49007","42","1","distance","1269"
"2060","49007","41","1","distance","4425"
"2060","49007","32","1","distance","83673"
"2060","49007","31","1","distance","978416"
"2060","49007","21","1","distance","237963"
"2060","49007","11","1","distance","3486"
"2059","49007","62","1","distance","36159"
"2059","49007","61","1","distance","31842"
"2059","49007","54","1","distance","4607"
"2059","49007","53","1","distance","5065"
"2059","49007","52","1","distance","75635"
"2059","49007","51","1","distance","792"
"2059","49007","43","1","distance","2308"
"2059","49007","42","1","distance","1254"
"2059","49007","41","1","distance","4373"
"2059","49007","32","1","distance","82622"
"2059","49007","31","1","distance","966036"
"2059","49007","21","1","distance","237421"
"2059","49007","11","1","distance","3450"
"2058","49007","62","1","distance","36047"
"2058","49007","61","1","distance","31732"
"2058","49007","54","1","distance","4514"
"2058","49007","53","1","distance","4963"
"2058","49007","52","1","distance","74110"
"2058","49007","51","1","distance","775"
"2058","49007","43","1","distance","2281"
"2058","49007","42","1","distance","1240"
"2058","49007","41","1","distance","4322"
"2058","49007","32","1","distance","81585"
"2058","49007","31","1","distance","953791"
"2058","49007","21","1","distance","236879"
"2058","49007","11","1","distance","3413"
"2057","49007","62","1","distance","35936"
"2057","49007","61","1","distance","31621"
"2057","49007","54","1","distance","4422"
"2057","49007","53","1","distance","4864"
"2057","49007","52","1","distance","72616"
"2057","49007","51","1","distance","759"
"2057","49007","43","1","distance","2254"
"2057","49007","42","1","distance","1226"
"2057","49007","41","1","distance","4271"
"2057","49007","32","1","distance","80562"
"2057","49007","31","1","distance","941687"
"2057","49007","21","1","distance","236328"
"2057","49007","11","1","distance","3377"
"2056","49007","62","1","distance","35826"
"2056","49007","61","1","distance","31511"
"2056","49007","54","1","distance","4332"
"2056","49007","53","1","distance","4767"
"2056","49007","52","1","distance","71152"
"2056","49007","51","1","distance","744"
"2056","49007","43","1","distance","2227"
"2056","49007","42","1","distance","1212"
"2056","49007","41","1","distance","4220"
"2056","49007","32","1","distance","79553"
"2056","49007","31","1","distance","929718"
"2056","49007","21","1","distance","235772"
"2056","49007","11","1","distance","3341"
"2055","49007","62","1","distance","35716"
"2055","49007","61","1","distance","31400"
"2055","49007","54","1","distance","4243"
"2055","49007","53","1","distance","4671"
"2055","49007","52","1","distance","69719"
"2055","49007","51","1","distance","728"
"2055","49007","43","1","distance","2201"
"2055","49007","42","1","distance","1198"
"2055","49007","41","1","distance","4170"
"2055","49007","32","1","distance","78557"
"2055","49007","31","1","distance","917887"
"2055","49007","21","1","distance","235211"
"2055","49007","11","1","distance","3306"
"2054","49007","62","1","distance","35608"
"2054","49007","61","1","distance","31288"
"2054","49007","54","1","distance","4155"
"2054","49007","53","1","distance","4578"
"2054","49007","52","1","distance","68314"
"2054","49007","51","1","distance","713"
"2054","49007","43","1","distance","2175"
"2054","49007","42","1","distance","1184"
"2054","49007","41","1","distance","4121"
"2054","49007","32","1","distance","77576"
"2054","49007","31","1","distance","906205"
"2054","49007","21","1","distance","234629"
"2054","49007","11","1","distance","3271"
"2053","49007","62","1","distance","35502"
"2053","49007","61","1","distance","31174"
"2053","49007","54","1","distance","4069"
"2053","49007","53","1","distance","4486"
"2053","49007","52","1","distance","66938"
"2053","49007","51","1","distance","699"
"2053","49007","43","1","distance","2149"
"2053","49007","42","1","distance","1170"
"2053","49007","41","1","distance","4072"
"2053","49007","32","1","distance","76612"
"2053","49007","31","1","distance","894688"
"2053","49007","21","1","distance","234012"
"2053","49007","11","1","distance","3237"
"2052","49007","62","1","distance","35398"
"2052","49007","61","1","distance","31059"
"2052","49007","54","1","distance","3984"
"2052","49007","53","1","distance","4396"
"2052","49007","52","1","distance","65591"
"2052","49007","51","1","distance","684"
"2052","49007","43","1","distance","2124"
"2052","49007","42","1","distance","1157"
"2052","49007","41","1","distance","4024"
"2052","49007","32","1","distance","75663"
"2052","49007","31","1","distance","883337"
"2052","49007","21","1","distance","233355"
"2052","49007","11","1","distance","3202"
"2051","49007","62","1","distance","35295"
"2051","49007","61","1","distance","30943"
"2051","49007","54","1","distance","3899"
"2051","49007","53","1","distance","4308"
"2051","49007","52","1","distance","64272"
"2051","49007","51","1","distance","671"
"2051","49007","43","1","distance","2099"
"2051","49007","42","1","distance","1143"
"2051","49007","41","1","distance","3977"
"2051","49007","32","1","distance","74731"
"2051","49007","31","1","distance","872160"
"2051","49007","21","1","distance","232653"
"2051","49007","11","1","distance","3169"
"2050","49007","62","1","distance","35062"
"2050","49007","61","1","distance","31003"
"2050","49007","54","1","distance","3827"
"2050","49007","53","1","distance","4221"
"2050","49007","52","1","distance","62967"
"2050","49007","51","1","distance","659"
"2050","49007","43","1","distance","2075"
"2050","49007","42","1","distance","1131"
"2050","49007","41","1","distance","3928"
"2050","49007","32","1","distance","73806"
"2050","49007","31","1","distance","861011"
"2050","49007","21","1","distance","232039"
"2050","49007","11","1","distance","3135"
"2049","49007","62","1","distance","34852"
"2049","49007","61","1","distance","31032"
"2049","49007","54","1","distance","3754"
"2049","49007","53","1","distance","4136"
"2049","49007","52","1","distance","61692"
"2049","49007","51","1","distance","647"
"2049","49007","43","1","distance","2050"
"2049","49007","42","1","distance","1120"
"2049","49007","41","1","distance","3881"
"2049","49007","32","1","distance","72898"
"2049","49007","31","1","distance","850032"
"2049","49007","21","1","distance","231381"
"2049","49007","11","1","distance","3102"
"2048","49007","62","1","distance","34713"
"2048","49007","61","1","distance","31199"
"2048","49007","54","1","distance","3691"
"2048","49007","53","1","distance","4064"
"2048","49007","52","1","distance","60628"
"2048","49007","51","1","distance","636"
"2048","49007","43","1","distance","2031"
"2048","49007","42","1","distance","1111"
"2048","49007","41","1","distance","3847"
"2048","49007","32","1","distance","71797"
"2048","49007","31","1","distance","840153"
"2048","49007","21","1","distance","230962"
"2048","49007","11","1","distance","3072"
"2047","49007","62","1","distance","34701"
"2047","49007","61","1","distance","31223"
"2047","49007","54","1","distance","3620"
"2047","49007","53","1","distance","3996"
"2047","49007","52","1","distance","59632"
"2047","49007","51","1","distance","624"
"2047","49007","43","1","distance","2013"
"2047","49007","42","1","distance","1103"
"2047","49007","41","1","distance","3815"
"2047","49007","32","1","distance","70863"
"2047","49007","31","1","distance","830228"
"2047","49007","21","1","distance","230542"
"2047","49007","11","1","distance","3042"
"2046","49007","62","1","distance","34688"
"2046","49007","61","1","distance","31144"
"2046","49007","54","1","distance","3554"
"2046","49007","53","1","distance","3923"
"2046","49007","52","1","distance","58554"
"2046","49007","51","1","distance","613"
"2046","49007","43","1","distance","1994"
"2046","49007","42","1","distance","1094"
"2046","49007","41","1","distance","3778"
"2046","49007","32","1","distance","69965"
"2046","49007","31","1","distance","820426"
"2046","49007","21","1","distance","230236"
"2046","49007","11","1","distance","3013"
"2045","49007","62","1","distance","34688"
"2045","49007","61","1","distance","31039"
"2045","49007","54","1","distance","3490"
"2045","49007","53","1","distance","3853"
"2045","49007","52","1","distance","57517"
"2045","49007","51","1","distance","603"
"2045","49007","43","1","distance","1976"
"2045","49007","42","1","distance","1086"
"2045","49007","41","1","distance","3739"
"2045","49007","32","1","distance","69146"
"2045","49007","31","1","distance","811214"
"2045","49007","21","1","distance","230005"
"2045","49007","11","1","distance","2986"
"2044","49007","62","1","distance","34697"
"2044","49007","61","1","distance","30976"
"2044","49007","54","1","distance","3433"
"2044","49007","53","1","distance","3790"
"2044","49007","52","1","distance","56588"
"2044","49007","51","1","distance","594"
"2044","49007","43","1","distance","1961"
"2044","49007","42","1","distance","1078"
"2044","49007","41","1","distance","3707"
"2044","49007","32","1","distance","68405"
"2044","49007","31","1","distance","802730"
"2044","49007","21","1","distance","230326"
"2044","49007","11","1","distance","2963"
"2043","49007","62","1","distance","34671"
"2043","49007","61","1","distance","30870"
"2043","49007","54","1","distance","3365"
"2043","49007","53","1","distance","3727"
"2043","49007","52","1","distance","55675"
"2043","49007","51","1","distance","585"
"2043","49007","43","1","distance","1944"
"2043","49007","42","1","distance","1070"
"2043","49007","41","1","distance","3673"
"2043","49007","32","1","distance","67701"
"2043","49007","31","1","distance","794575"
"2043","49007","21","1","distance","230758"
"2043","49007","11","1","distance","2941"
"2042","49007","62","1","distance","34610"
"2042","49007","61","1","distance","30734"
"2042","49007","54","1","distance","3297"
"2042","49007","53","1","distance","3662"
"2042","49007","52","1","distance","54742"
"2042","49007","51","1","distance","575"
"2042","49007","43","1","distance","1927"
"2042","49007","42","1","distance","1061"
"2042","49007","41","1","distance","3635"
"2042","49007","32","1","distance","67007"
"2042","49007","31","1","distance","786542"
"2042","49007","21","1","distance","231288"
"2042","49007","11","1","distance","2920"
"2041","49007","62","1","distance","34513"
"2041","49007","61","1","distance","30588"
"2041","49007","54","1","distance","3238"
"2041","49007","53","1","distance","3596"
"2041","49007","52","1","distance","53772"
"2041","49007","51","1","distance","566"
"2041","49007","43","1","distance","1906"
"2041","49007","42","1","distance","1051"
"2041","49007","41","1","distance","3598"
"2041","49007","32","1","distance","66295"
"2041","49007","31","1","distance","778283"
"2041","49007","21","1","distance","231811"
"2041","49007","11","1","distance","2898"
"2040","49007","62","1","distance","34404"
"2040","49007","61","1","distance","30453"
"2040","49007","54","1","distance","3172"
"2040","49007","53","1","distance","3530"
"2040","49007","52","1","distance","52789"
"2040","49007","51","1","distance","557"
"2040","49007","43","1","distance","1884"
"2040","49007","42","1","distance","1042"
"2040","49007","41","1","distance","3560"
"2040","49007","32","1","distance","65593"
"2040","49007","31","1","distance","769918"
"2040","49007","21","1","distance","232685"
"2040","49007","11","1","distance","2876"
"2039","49007","62","1","distance","34286"
"2039","49007","61","1","distance","30362"
"2039","49007","54","1","distance","3095"
"2039","49007","53","1","distance","3466"
"2039","49007","52","1","distance","51864"
"2039","49007","51","1","distance","547"
"2039","49007","43","1","distance","1864"
"2039","49007","42","1","distance","1033"
"2039","49007","41","1","distance","3524"
"2039","49007","32","1","distance","64896"
"2039","49007","31","1","distance","761513"
"2039","49007","21","1","distance","233791"
"2039","49007","11","1","distance","2856"
"2038","49007","62","1","distance","34174"
"2038","49007","61","1","distance","30316"
"2038","49007","54","1","distance","3022"
"2038","49007","53","1","distance","3407"
"2038","49007","52","1","distance","51002"
"2038","49007","51","1","distance","536"
"2038","49007","43","1","distance","1843"
"2038","49007","42","1","distance","1026"
"2038","49007","41","1","distance","3492"
"2038","49007","32","1","distance","64224"
"2038","49007","31","1","distance","753506"
"2038","49007","21","1","distance","235399"
"2038","49007","11","1","distance","2838"
"2037","49007","62","1","distance","34037"
"2037","49007","61","1","distance","30261"
"2037","49007","54","1","distance","2967"
"2037","49007","53","1","distance","3353"
"2037","49007","52","1","distance","50145"
"2037","49007","51","1","distance","529"
"2037","49007","43","1","distance","1821"
"2037","49007","42","1","distance","1020"
"2037","49007","41","1","distance","3459"
"2037","49007","32","1","distance","63522"
"2037","49007","31","1","distance","744895"
"2037","49007","21","1","distance","237589"
"2037","49007","11","1","distance","2820"
"2036","49007","62","1","distance","33862"
"2036","49007","61","1","distance","30255"
"2036","49007","54","1","distance","2906"
"2036","49007","53","1","distance","3299"
"2036","49007","52","1","distance","49277"
"2036","49007","51","1","distance","513"
"2036","49007","43","1","distance","1801"
"2036","49007","42","1","distance","1014"
"2036","49007","41","1","distance","3425"
"2036","49007","32","1","distance","62857"
"2036","49007","31","1","distance","736249"
"2036","49007","21","1","distance","240452"
"2036","49007","11","1","distance","2804"
"2035","49007","62","1","distance","33790"
"2035","49007","61","1","distance","30208"
"2035","49007","54","1","distance","2855"
"2035","49007","53","1","distance","3250"
"2035","49007","52","1","distance","48467"
"2035","49007","51","1","distance","501"
"2035","49007","43","1","distance","1785"
"2035","49007","42","1","distance","1009"
"2035","49007","41","1","distance","3393"
"2035","49007","32","1","distance","62196"
"2035","49007","31","1","distance","727598"
"2035","49007","21","1","distance","244048"
"2035","49007","11","1","distance","2790"
"2034","49007","62","1","distance","33708"
"2034","49007","61","1","distance","30075"
"2034","49007","54","1","distance","2794"
"2034","49007","53","1","distance","3198"
"2034","49007","52","1","distance","47601"
"2034","49007","51","1","distance","490"
"2034","49007","43","1","distance","1766"
"2034","49007","42","1","distance","1002"
"2034","49007","41","1","distance","3358"
"2034","49007","32","1","distance","61456"
"2034","49007","31","1","distance","717501"
"2034","49007","21","1","distance","247985"
"2034","49007","11","1","distance","2773"
"2033","49007","62","1","distance","33665"
"2033","49007","61","1","distance","29937"
"2033","49007","54","1","distance","2726"
"2033","49007","53","1","distance","3147"
"2033","49007","52","1","distance","46774"
"2033","49007","51","1","distance","479"
"2033","49007","43","1","distance","1746"
"2033","49007","42","1","distance","996"
"2033","49007","41","1","distance","3327"
"2033","49007","32","1","distance","60669"
"2033","49007","31","1","distance","706462"
"2033","49007","21","1","distance","252316"
"2033","49007","11","1","distance","2755"
"2032","49007","62","1","distance","33611"
"2032","49007","61","1","distance","29788"
"2032","49007","54","1","distance","2657"
"2032","49007","53","1","distance","3095"
"2032","49007","52","1","distance","45944"
"2032","49007","51","1","distance","467"
"2032","49007","43","1","distance","1729"
"2032","49007","42","1","distance","990"
"2032","49007","41","1","distance","3291"
"2032","49007","32","1","distance","59935"
"2032","49007","31","1","distance","695936"
"2032","49007","21","1","distance","257417"
"2032","49007","11","1","distance","2740"
"2031","49007","62","1","distance","33484"
"2031","49007","61","1","distance","29603"
"2031","49007","54","1","distance","2584"
"2031","49007","53","1","distance","3038"
"2031","49007","52","1","distance","45027"
"2031","49007","51","1","distance","455"
"2031","49007","43","1","distance","1708"
"2031","49007","42","1","distance","983"
"2031","49007","41","1","distance","3250"
"2031","49007","32","1","distance","59269"
"2031","49007","31","1","distance","685963"
"2031","49007","21","1","distance","263370"
"2031","49007","11","1","distance","2730"
"2030","49007","62","1","distance","33432"
"2030","49007","61","1","distance","29484"
"2030","49007","54","1","distance","2530"
"2030","49007","53","1","distance","2992"
"2030","49007","52","1","distance","44270"
"2030","49007","51","1","distance","446"
"2030","49007","43","1","distance","1692"
"2030","49007","42","1","distance","979"
"2030","49007","41","1","distance","3218"
"2030","49007","32","1","distance","58528"
"2030","49007","31","1","distance","675123"
"2030","49007","21","1","distance","269641"
"2030","49007","11","1","distance","2718"
"2029","49007","62","1","distance","33391"
"2029","49007","61","1","distance","29374"
"2029","49007","54","1","distance","2486"
"2029","49007","53","1","distance","2954"
"2029","49007","52","1","distance","43636"
"2029","49007","51","1","distance","437"
"2029","49007","43","1","distance","1678"
"2029","49007","42","1","distance","978"
"2029","49007","41","1","distance","3188"
"2029","49007","32","1","distance","57723"
"2029","49007","31","1","distance","663379"
"2029","49007","21","1","distance","276077"
"2029","49007","11","1","distance","2704"
"2028","49007","62","1","distance","33296"
"2028","49007","61","1","distance","29178"
"2028","49007","54","1","distance","2449"
"2028","49007","53","1","distance","2919"
"2028","49007","52","1","distance","43062"
"2028","49007","51","1","distance","432"
"2028","49007","43","1","distance","1663"
"2028","49007","42","1","distance","976"
"2028","49007","41","1","distance","3157"
"2028","49007","32","1","distance","56798"
"2028","49007","31","1","distance","650163"
"2028","49007","21","1","distance","282471"
"2028","49007","11","1","distance","2686"
"2027","49007","62","1","distance","33103"
"2027","49007","61","1","distance","28843"
"2027","49007","54","1","distance","2400"
"2027","49007","53","1","distance","2879"
"2027","49007","52","1","distance","42468"
"2027","49007","51","1","distance","425"
"2027","49007","43","1","distance","1644"
"2027","49007","42","1","distance","972"
"2027","49007","41","1","distance","3119"
"2027","49007","32","1","distance","55758"
"2027","49007","31","1","distance","635567"
"2027","49007","21","1","distance","288530"
"2027","49007","11","1","distance","2663"
"2026","49007","62","1","distance","32886"
"2026","49007","61","1","distance","28423"
"2026","49007","54","1","distance","2360"
"2026","49007","53","1","distance","2838"
"2026","49007","52","1","distance","41866"
"2026","49007","51","1","distance","420"
"2026","49007","43","1","distance","1622"
"2026","49007","42","1","distance","967"
"2026","49007","41","1","distance","3079"
"2026","49007","32","1","distance","54671"
"2026","49007","31","1","distance","620316"
"2026","49007","21","1","distance","294567"
"2026","49007","11","1","distance","2638"
"2025","49007","62","1","distance","32615"
"2025","49007","61","1","distance","27935"
"2025","49007","54","1","distance","2317"
"2025","49007","53","1","distance","2791"
"2025","49007","52","1","distance","41211"
"2025","49007","51","1","distance","414"
"2025","49007","43","1","distance","1598"
"2025","49007","42","1","distance","960"
"2025","49007","41","1","distance","3033"
"2025","49007","32","1","distance","53691"
"2025","49007","31","1","distance","606353"
"2025","49007","21","1","distance","301374"
"2025","49007","11","1","distance","2619"
"2024","49007","62","1","distance","32562"
"2024","49007","61","1","distance","27454"
"2024","49007","54","1","distance","2297"
"2024","49007","53","1","distance","2757"
"2024","49007","52","1","distance","40775"
"2024","49007","51","1","distance","411"
"2024","49007","43","1","distance","1579"
"2024","49007","42","1","distance","958"
"2024","49007","41","1","distance","3003"
"2024","49007","32","1","distance","52894"
"2024","49007","31","1","distance","594360"
"2024","49007","21","1","distance","309337"
"2024","49007","11","1","distance","2609"
"2023","49007","62","1","distance","32666"
"2023","49007","61","1","distance","27226"
"2023","49007","54","1","distance","2294"
"2023","49007","53","1","distance","2747"
"2023","49007","52","1","distance","40715"
"2023","49007","51","1","distance","413"
"2023","49007","43","1","distance","1574"
"2023","49007","42","1","distance","964"
"2023","49007","41","1","distance","2995"
"2023","49007","32","1","distance","51963"
"2023","49007","31","1","distance","580880"
"2023","49007","21","1","distance","315905"
"2023","49007","11","1","distance","2590"
"2022","49007","62","1","distance","32863"
"2022","49007","61","1","distance","27128"
"2022","49007","54","1","distance","2310"
"2022","49007","53","1","distance","2756"
"2022","49007","52","1","distance","40957"
"2022","49007","51","1","distance","418"
"2022","49007","43","1","distance","1576"
"2022","49007","42","1","distance","975"
"2022","49007","41","1","distance","3003"
"2022","49007","32","1","distance","50390"
"2022","49007","31","1","distance","560487"
"2022","49007","21","1","distance","318132"
"2022","49007","11","1","distance","2539"
"2021","49007","62","1","distance","32180"
"2021","49007","61","1","distance","26386"
"2021","49007","54","1","distance","2247"
"2021","49007","53","1","distance","2680"
"2021","49007","52","1","distance","39892"
"2021","49007","51","1","distance","410"
"2021","49007","43","1","distance","1534"
"2021","49007","42","1","distance","958"
"2021","49007","41","1","distance","2926"
"2021","49007","32","1","distance","47513"
"2021","49007","31","1","distance","525970"
"2021","49007","21","1","distance","314030"
"2021","49007","11","1","distance","2429"
"2020","49007","62","1","distance","29195"
"2020","49007","61","1","distance","24776"
"2020","49007","54","1","distance","2010"
"2020","49007","53","1","distance","2391"
"2020","49007","52","1","distance","35642"
"2020","49007","51","1","distance","372"
"2020","49007","43","1","distance","1376"
"2020","49007","42","1","distance","877"
"2020","49007","41","1","distance","2597"
"2020","49007","32","1","distance","43105"
"2020","49007","31","1","distance","474231"
"2020","49007","21","1","distance","303691"
"2020","49007","11","1","distance","2209"
"2019","49007","62","1","distance","28233"
"2019","49007","61","1","distance","24463"
"2019","49007","54","1","distance","2225"
"2019","49007","53","1","distance","2512"
"2019","49007","52","1","distance","37623"
"2019","49007","51","1","distance","425"
"2019","49007","43","1","distance","1642"
"2019","49007","42","1","distance","1074"
"2019","49007","41","1","distance","3083"
"2019","49007","32","1","distance","48003"
"2019","49007","31","1","distance","525015"
"2019","49007","21","1","distance","358392"
"2019","49007","11","1","distance","2423"
"2018","49007","62","1","distance","29339"
"2018","49007","61","1","distance","26131"
"2018","49007","54","1","distance","2241"
"2018","49007","53","1","distance","2413"
"2018","49007","52","1","distance","36305"
"2018","49007","51","1","distance","440"
"2018","49007","43","1","distance","1671"
"2018","49007","42","1","distance","1095"
"2018","49007","41","1","distance","3137"
"2018","49007","32","1","distance","46082"
"2018","49007","31","1","distance","514135"
"2018","49007","21","1","distance","361869"
"2018","49007","11","1","distance","2471"
"2017","49007","62","1","distance","29290"
"2017","49007","61","1","distance","25243"
"2017","49007","54","1","distance","2170"
"2017","49007","53","1","distance","2318"
"2017","49007","52","1","distance","34880"
"2017","49007","51","1","distance","453"
"2017","49007","43","1","distance","1564"
"2017","49007","42","1","distance","1054"
"2017","49007","41","1","distance","2936"
"2017","49007","32","1","distance","44510"
"2017","49007","31","1","distance","500747"
"2017","49007","21","1","distance","369378"
"2017","49007","11","1","distance","2480"
"2016","49007","62","1","distance","28683"
"2016","49007","61","1","distance","23590"
"2016","49007","54","1","distance","2148"
"2016","49007","53","1","distance","2258"
"2016","49007","52","1","distance","33994"
"2016","49007","51","1","distance","473"
"2016","49007","43","1","distance","1509"
"2016","49007","42","1","distance","1010"
"2016","49007","41","1","distance","2754"
"2016","49007","32","1","distance","42836"
"2016","49007","31","1","distance","485547"
"2016","49007","21","1","distance","376226"
"2016","49007","11","1","distance","2516"
"2015","49007","62","1","distance","28656"
"2015","49007","61","1","distance","22089"
"2015","49007","54","1","distance","2113"
"2015","49007","53","1","distance","2179"
"2015","49007","52","1","distance","32810"
"2015","49007","51","1","distance","488"
"2015","49007","43","1","distance","1565"
"2015","49007","42","1","distance","1002"
"2015","49007","41","1","distance","2674"
"2015","49007","32","1","distance","40959"
"2015","49007","31","1","distance","466831"
"2015","49007","21","1","distance","373783"
"2015","49007","11","1","distance","2413"
"2014","49007","62","1","distance","29046"
"2014","49007","61","1","distance","21416"
"2014","49007","54","1","distance","2154"
"2014","49007","53","1","distance","2167"
"2014","49007","52","1","distance","32646"
"2014","49007","51","1","distance","522"
"2014","49007","43","1","distance","1579"
"2014","49007","42","1","distance","969"
"2014","49007","41","1","distance","2621"
"2014","49007","32","1","distance","39161"
"2014","49007","31","1","distance","448490"
"2014","49007","21","1","distance","371197"
"2014","49007","11","1","distance","2458"
"2013","49007","62","1","distance","29248"
"2013","49007","61","1","distance","20647"
"2013","49007","54","1","distance","2105"
"2013","49007","53","1","distance","2117"
"2013","49007","52","1","distance","31796"
"2013","49007","51","1","distance","537"
"2013","49007","43","1","distance","1468"
"2013","49007","42","1","distance","888"
"2013","49007","41","1","distance","2543"
"2013","49007","32","1","distance","38143"
"2013","49007","31","1","distance","438530"
"2013","49007","21","1","distance","371236"
"2013","49007","11","1","distance","2506"
"2012","49007","62","1","distance","28776"
"2012","49007","61","1","distance","19560"
"2012","49007","54","1","distance","2099"
"2012","49007","53","1","distance","2101"
"2012","49007","52","1","distance","31459"
"2012","49007","51","1","distance","560"
"2012","49007","43","1","distance","1426"
"2012","49007","42","1","distance","853"
"2012","49007","41","1","distance","2495"
"2012","49007","32","1","distance","38250"
"2012","49007","31","1","distance","441790"
"2012","49007","21","1","distance","364184"
"2012","49007","11","1","distance","2632"
"2011","49007","62","1","distance","29069"
"2011","49007","61","1","distance","19232"
"2011","49007","54","1","distance","2064"
"2011","49007","53","1","distance","2071"
"2011","49007","52","1","distance","30885"
"2011","49007","51","1","distance","581"
"2011","49007","43","1","distance","1360"
"2011","49007","42","1","distance","779"
"2011","49007","41","1","distance","2324"
"2011","49007","32","1","distance","34223"
"2011","49007","31","1","distance","396810"
"2011","49007","21","1","distance","403835"
"2011","49007","11","1","distance","2282"
"2010","49007","62","1","distance","31304"
"2010","49007","61","1","distance","20500"
"2010","49007","54","1","distance","2241"
"2010","49007","53","1","distance","2209"
"2010","49007","52","1","distance","32878"
"2010","49007","51","1","distance","651"
"2010","49007","43","1","distance","1361"
"2010","49007","42","1","distance","792"
"2010","49007","41","1","distance","2297"
"2010","49007","32","1","distance","32178"
"2010","49007","31","1","distance","373966"
"2010","49007","21","1","distance","425433"
"2010","49007","11","1","distance","2278"
"2009","49007","62","1","distance","29865"
"2009","49007","61","1","distance","19697"
"2009","49007","54","1","distance","2415"
"2009","49007","53","1","distance","2409"
"2009","49007","52","1","distance","35673"
"2009","49007","51","1","distance","729"
"2009","49007","43","1","distance","1388"
"2009","49007","42","1","distance","801"
"2009","49007","41","1","distance","2460"
"2009","49007","32","1","distance","31567"
"2009","49007","31","1","distance","367147"
"2009","49007","21","1","distance","427534"
"2009","49007","11","1","distance","2563"
"2008","49007","62","1","distance","32527"
"2008","49007","61","1","distance","21718"
"2008","49007","54","1","distance","2528"
"2008","49007","53","1","distance","2553"
"2008","49007","52","1","distance","37633"
"2008","49007","51","1","distance","791"
"2008","49007","43","1","distance","1530"
"2008","49007","42","1","distance","829"
"2008","49007","41","1","distance","2439"
"2008","49007","32","1","distance","31286"
"2008","49007","31","1","distance","364366"
"2008","49007","21","1","distance","429365"
"2008","49007","11","1","distance","2561"
"2007","49007","62","1","distance","32488"
"2007","49007","61","1","distance","21902"
"2007","49007","54","1","distance","2417"
"2007","49007","53","1","distance","2414"
"2007","49007","52","1","distance","35530"
"2007","49007","51","1","distance","785"
"2007","49007","43","1","distance","1497"
"2007","49007","42","1","distance","800"
"2007","49007","41","1","distance","2401"
"2007","49007","32","1","distance","32042"
"2007","49007","31","1","distance","374674"
"2007","49007","21","1","distance","437599"
"2007","49007","11","1","distance","2633"
"2006","49007","62","1","distance","31111"
"2006","49007","61","1","distance","21306"
"2006","49007","54","1","distance","2503"
"2006","49007","53","1","distance","2482"
"2006","49007","52","1","distance","36476"
"2006","49007","51","1","distance","830"
"2006","49007","43","1","distance","1438"
"2006","49007","42","1","distance","680"
"2006","49007","41","1","distance","2428"
"2006","49007","32","1","distance","31552"
"2006","49007","31","1","distance","369341"
"2006","49007","21","1","distance","439669"
"2006","49007","11","1","distance","2358"
"2005","49007","62","1","distance","30624"
"2005","49007","61","1","distance","21179"
"2005","49007","54","1","distance","2269"
"2005","49007","53","1","distance","2205"
